gene,SchleicherMoldovan2020.NT1-VE822,DeWeirdtDoench2020_secondary.pDNA_pDNA-Control_S63845,VermaGreenberg2021.CAPAN1_T7_UT-CAPAN1_T7_OLA,BenslimaneHarrington2020_jurkat.DMSO_D12-Resveratrol_D12,SuChen2020.HEK293A_WT_DMSO_1-HEK293A_WT_Camp_1,VermaGreenberg2021.SUM149PT_T7_UT-SUM149PT_T7_OLA,SuChen2020.HCT116_WT_T0_2-HCT116_WT_Olap_2,SuChen2020.HEK293A_WT_DMSO_1-HEK293A_WT_MitoC_1,WeegenLuijsterburg2021.wt_illudins-elof1_illudins,DeWeirdtDoench2020_secondary.pDNA_pDNA-MCL1KO_anchor_Dropout,SuChen2020.HEK293A_WT_DMSO_1-HEK293A_WT_HU_1,WeegenLuijsterburg2021.elof1_init-elof1_nt_both,SuChen2020.HEK293A_WT_T0_1-HEK293A_WT_Camp_1,SuChen2020.HCT116_WT_DMSO_2-HCT116_WT_Olap_2,SuChen2020.HCT116_TP53ko_T0_2-HCT116_TP53ko_DMSO_2,DeWeirdtDoench2020_secondary.Control_Dropout-Control_S63845,SuChen2020.HEK293A_WT_T0_1-HEK293A_WT_CHK1i_1,GalloDurocher2022_TKOv2.WT_T18-CCNE1_T18,DeWeirdtDoench2020_secondary.Control_Dropout-MCL1KO_anchor_Dropout,GalloDurocher2022_TKOv2.WT_T0-WT_T18
DIMT1,0.444,,,0.519,,,,,0.967,,,0.00866,,,,,,0.638,,0.00139
PLBD1,0.208,,,0.97,,,,,0.594,,,0.606,,,,,,0.216,,0.749
STARD3,0.111,,,0.407,,,,,0.466,,,0.626,,,,,,0.909,,0.493
UFSP2,0.459,,,0.176,,,,,0.994,,,0.502,,,,,,0.165,,0.412
CFAP299,0.859,,,0.178,,,,,0.835,,,0.679,,,,,,0.595,,0.501
HOXB4,0.218,,,0.067,,,,,0.721,,,0.565,,,,,,0.533,,0.568
DXO,0.751,,,0.69,,,,,0.682,,,0.414,,,,,,0.557,,0.58
NUP50,0.276,,,0.000243,,,,,0.00307,,,0.00247,,,,,,0.982,,0.0152
SUPT6H,0.774,,,0.769,,,,,0.662,,,6.5e-06,,,,,,0.909,,0.00603
TMEM14EP,0.506,,,0.891,,,,,0.16,,,0.603,,,,,,0.736,,0.255
PCDHB8,0.226,,,0.77,,,,,0.0737,,,0.772,,,,,,0.501,,0.517
TXNRD3,0.263,,,0.167,,,,,0.318,,,0.591,,,,,,0.477,,0.629
SNX11,0.514,,,0.707,,,,,0.732,,,0.534,,,,,,0.795,,0.62
FKBP11,0.612,0.681,,0.777,,,,,0.722,0.706,,0.545,,,,0.489,,0.68,0.548,0.504
NKX2-1,0.921,,,0.0492,,,,,0.24,,,0.86,,,,,,0.764,,0.513
ADAMTSL4-AS1,,,,0.179,,,,,0.0792,,,0.405,,,,,,0.276,,0.319
ENO1,0.247,0.158,,0.646,,,,,0.965,0.0926,,0.000661,,,,0.211,,0.316,0.173,0.000296
HOXD8,0.465,,,0.156,,,,,0.187,,,0.743,,,,,,0.147,,0.917
ANGPTL6,0.239,,,0.449,,,,,0.583,,,0.488,,,,,,0.759,,0.368
AQP5,0.438,,,0.638,,,,,0.0636,,,0.539,,,,,,0.57,,0.519
EIF1,0.463,0.318,,0.726,,,,,0.976,0.164,,0.551,,,,0.204,,0.000207,0.0204,0.628
FCF1,0.698,,,0.143,,,,,0.973,,,0.0052,,,,,,0.478,,0.038
IRAG2,0.0329,,,0.258,,,,,0.191,,,0.493,,,,,,0.682,,0.626
SUGT1,0.558,,,0.511,,,,,0.855,,,0.00191,,,,,,0.72,,0.0272
PRPF39,0.0993,0.421,,0.0301,,,,,0.995,0.443,,0.406,,,,0.437,,8.94e-08,0.625,0.53
GINS2,0.812,,,0.131,,,,,0.736,,,8.36e-07,,,,,,0.0387,,4.58e-05
DIS3L,0.518,,,0.837,,,,,0.857,,,0.556,,,,,,0.215,,0.52
OR1E2,0.312,,,0.736,,,,,0.339,,,0.33,,,,,,0.221,,0.467
TXNDC16,0.0616,,,0.483,,,,,0.782,,,0.626,,,,,,0.942,,0.244
GTF2H5,0.809,,,0.847,0.544,,0.666,0.308,0.786,,0.7,0.328,0.487,0.379,0.75,,0.462,0.932,,0.329
PPM1E,0.483,,,0.36,,,,,0.24,,,0.582,,,,,,0.949,,0.65
RASD1,0.735,,,0.68,,,,,0.212,,,0.573,,,,,,0.831,,0.405
HIPK2,0.452,,,0.303,,,,,0.85,,,0.719,,,,,,0.616,,0.86
DNAH3,0.95,,,0.413,,,,,0.732,,,0.699,,,,,,0.0684,,0.747
DIP2B,0.178,,,0.451,,,,,0.751,,,0.494,,,,,,0.169,,0.801
SMPD4,0.229,,,0.523,,,,,0.648,,,0.521,,,,,,0.54,,0.231
FSIP1,0.11,,,0.993,,,,,0.563,,,0.745,,,,,,0.386,,0.606
SLC29A3,0.341,,,0.206,,,,,0.588,,,0.507,,,,,,0.0737,,0.646
KRT33A,0.735,,,0.808,,,,,0.14,,,0.633,,,,,,0.151,,0.69
TEX2,0.579,,,0.269,,,,,0.151,,,0.539,,,,,,0.238,,0.647
ORC3,0.859,,,0.919,,,,,0.999,,,0.146,,,,,,0.00818,,0.0156
SSTR4,0.497,,,0.00436,,,,,0.0867,,,0.699,,,,,,0.572,,0.69
ADAM23,0.492,0.719,,0.193,,,,,0.792,0.768,,0.706,,,,0.889,,0.586,0.809,0.521
PCDHAC1,0.608,,,0.817,,,,,0.459,,,0.738,,,,,,0.585,,0.713
GPR45,0.589,,,0.814,,,,,0.515,,,0.485,,,,,,0.849,,0.965
SYVN1,0.343,,,0.156,,,,,0.173,,,0.249,,,,,,0.858,,0.126
VCAN,0.871,,,0.489,,,,,0.87,,,0.582,,,,,,0.673,,0.205
KLLN,0.447,,,0.175,,,,,0.406,,,0.614,,,,,,0.781,,0.674
BRCA2,0.855,,,0.622,0.0184,,0.242,0.00178,0.955,,0.243,0.318,0.101,0.249,0.308,,0.421,1.0,,0.56
RAG2,0.759,,,0.553,,,,,0.58,,,0.56,,,,,,0.727,,0.661
RIOK3,0.5,,,0.485,,,,,0.222,,,0.512,,,,,,0.355,,0.335
TSTD1,0.562,,,0.317,,,,,0.575,,,0.571,,,,,,0.407,,0.858
GSC,0.446,,,0.159,,,,,0.121,,,0.709,,,,,,0.424,,0.625
SLC35A4,0.429,,,0.296,,,,,0.505,,,0.638,,,,,,0.673,,0.314
SFTPC,0.668,,,0.424,,,,,0.621,,,0.673,,,,,,0.326,,0.733
ACER2,0.834,,,0.839,,,,,0.567,,,0.649,,,,,,0.401,,0.516
BABAM1,0.137,,,0.0284,0.0998,,0.182,0.791,0.226,,0.685,0.559,0.139,0.0327,0.65,,0.331,0.0568,,0.975
MFAP4,0.428,,,0.797,,,,,0.644,,,0.651,,,,,,0.706,,0.636
PLEKHM1,0.717,,,0.317,,,,,0.404,,,0.304,,,,,,0.243,,0.212
B3GALT2,0.118,,,0.158,,,,,0.67,,,0.491,,,,,,0.899,,0.577
FIGN,0.681,,,0.788,,,,,0.873,,,0.738,,,,,,0.786,,0.626
ASF1B,0.518,,,0.253,,,,,0.903,,,0.463,,,,,,0.818,,0.805
SPAG5,0.168,,,0.432,,,,,0.793,,,0.333,,,,,,0.312,,0.131
WSCD1,0.243,,,0.916,,,,,0.582,,,0.655,,,,,,0.253,,0.942
SLC38A9,0.423,,,0.46,,,,,0.27,,,0.567,,,,,,0.284,,0.609
GTF3C4,0.808,0.168,0.142,0.282,,0.154,,,0.995,0.176,,0.0348,,,,0.452,,0.657,0.696,3.42e-05
BRD1,0.222,,0.986,0.924,,0.24,,,0.944,,,0.757,,,,,,0.00947,,0.487
PSME3,0.636,,,0.982,,,,,0.719,,,0.365,,,,,,0.685,,0.072
LZTFL1,0.258,,,0.269,,,,,0.88,,,0.525,,,,,,0.776,,0.685
MYO3A,0.567,0.799,,0.748,,,,,0.499,0.835,,0.713,,,,0.534,,0.522,0.587,0.636
SLC12A6,0.589,,,0.0244,,,,,0.731,,,0.607,,,,,,0.385,,0.718
FCRL2,0.154,,,0.043,,,,,0.373,,,0.64,,,,,,0.41,,0.624
C19orf53,0.235,,,0.142,,,,,0.968,,,0.00149,,,,,,0.157,,0.196
PFDN4,0.288,,,0.46,,,,,0.686,,,0.488,,,,,,0.497,,0.579
EMSY,0.459,,,0.783,,,,,0.598,,,0.426,,,,,,0.982,,0.551
RBM28,0.895,,,0.343,,,,,0.509,,,0.246,,,,,,0.141,,0.0663
SLAMF6,0.51,,,0.686,,,,,0.207,,,0.509,,,,,,0.453,,0.529
CSN3,0.634,,,0.741,,,,,0.252,,,0.718,,,,,,0.735,,0.5
UXS1,0.84,,,0.85,,,,,0.918,,,0.538,,,,,,0.519,,0.683
RBAK,0.0594,,,0.359,,,,,0.916,,,0.648,,,,,,0.385,,0.78
STX18,0.181,,,0.246,,,,,0.322,,,0.02,,,,,,0.772,,0.0625
IFT46,0.605,,,0.824,,,,,0.209,,,0.595,,,,,,0.782,,0.7
MDM1,0.11,,,0.696,,,,,0.515,,,0.604,,,,,,0.603,,0.685
PHGR1,0.675,,,0.604,,,,,0.398,,,0.571,,,,,,0.0219,,0.901
DYRK1A,0.176,0.567,,0.651,,,,,0.995,0.337,,0.945,,,,0.826,,3.27e-06,0.0337,0.445
RBM23,0.785,,,0.851,,,,,0.76,,,0.614,,,,,,0.46,,0.435
NVL,0.0136,,,0.738,,,,,0.849,,,3.08e-07,,,,,,0.649,,0.000426
SRSF2,0.192,,,0.488,0.337,,0.377,0.837,0.788,,0.433,0.329,0.378,0.352,0.49,,0.34,0.652,,0.215
RAB5IF,0.74,,,0.755,,,,,0.809,,,0.468,,,,,,0.849,,0.401
CDC37,0.998,,,0.747,,,,,0.926,,,5.1e-06,,,,,,0.571,,0.00063
PLA2R1,0.285,,,0.173,,,,,0.518,,,0.559,,,,,,0.515,,0.392
C8orf44,0.967,,,0.208,,,,,0.683,,,0.749,,,,,,0.402,,0.687
VARS1,0.0196,0.0114,,0.489,,,,,0.435,0.0188,,8.53e-07,,,,0.368,,0.414,0.906,0.00671
S100A1,0.323,,,0.832,,,,,0.934,,,0.673,,,,,,0.884,,0.507
KCNMB1,0.391,,,0.906,,,,,0.057,,,0.717,,,,,,0.13,,0.926
LBR,0.35,,,0.641,,,,,0.678,,,0.548,,,,,,0.753,,0.653
WDR93,0.0296,,,0.135,,,,,0.674,,,0.658,,,,,,0.439,,0.68
HDAC6,0.28,,0.656,0.111,,0.636,,,0.161,,,0.587,,,,,,0.493,,0.664
ATM,0.52,0.903,,0.0225,0.721,,0.274,0.716,0.818,0.933,0.519,0.655,0.556,0.0345,0.621,0.951,0.251,0.762,0.817,0.62
ACSM4,0.129,,,0.701,,,,,0.333,,,0.645,,,,,,0.467,,0.416
CLEC4G,0.91,,,0.678,,,,,0.473,,,0.562,,,,,,0.848,,0.507
KRT3,0.592,0.714,,0.71,,,,,0.4,0.778,,0.627,,,,0.516,,0.951,0.711,0.645
EFNA4,0.637,,,0.736,,,,,0.313,,,0.402,,,,,,0.464,,0.267
REST,0.494,,,0.495,,,,,0.424,,,0.324,,,,,,0.128,,0.3
TMEM156,0.146,,,0.695,,,,,0.777,,,0.731,,,,,,0.41,,0.823
KRR1,0.206,,,0.351,,,,,0.843,,,8.1e-05,,,,,,0.71,,0.000663
SCAMP4,0.848,,,0.00076,,,,,0.476,,,0.585,,,,,,0.621,,0.804
RPL4,0.663,,,0.164,,,,,0.754,,,0.013,,,,,,0.639,,0.00114
AGBL1,0.214,,,0.144,,,,,0.477,,,0.749,,,,,,0.575,,0.932
RNF216,0.726,,,0.852,,,,,0.281,,,0.49,,,,,,0.736,,0.686
ADSL,0.759,0.0172,,0.805,,,,,0.869,0.0161,,0.533,,,,0.185,,0.359,0.552,0.357
DSG4,0.0155,,,0.577,,,,,0.844,,,0.692,,,,,,0.811,,0.483
ZBED6,0.512,,,0.421,,,,,0.201,,,0.51,,,,,,0.772,,0.286
CEBPA,0.506,0.707,,0.299,,,,,0.0406,0.737,,0.555,,,,0.255,,0.409,0.466,0.507
NETO1,0.0399,,,0.837,,,,,0.36,,,0.667,,,,,,0.72,,0.5
SLCO6A1,0.2,,,0.541,,,,,0.339,,,0.711,,,,,,0.76,,0.798
ANKS4B,0.408,,,0.702,,,,,0.85,,,0.607,,,,,,0.628,,0.718
AMOTL2,0.696,0.971,,0.902,,,,,0.751,0.941,,0.99,,,,0.871,,0.862,0.0665,0.976
FCAMR,0.626,,,0.366,,,,,0.185,,,0.66,,,,,,0.412,,0.657
CFD,0.689,,,0.915,,,,,0.231,,,0.672,,,,,,0.295,,0.661
ADAMTSL4,0.455,,,0.84,,,,,0.41,,,0.564,,,,,,0.514,,0.692
MUC17,0.657,0.665,,0.797,,,,,0.027,0.665,,0.653,,,,0.378,,0.875,0.409,0.527
YKT6,0.717,,,0.736,,,,,0.77,,,6.84e-05,,,,,,0.134,,0.00139
RUFY1,0.723,,,0.408,,,,,0.138,,,0.708,,,,,,0.568,,0.894
ZNF484,0.668,,,0.0766,,,,,0.399,,,0.614,,,,,,0.42,,0.414
RNF7,0.243,0.831,,0.733,,,,,0.939,0.481,,0.5,,,,3.39e-19,,0.736,6.74e-15,0.547
ALDH16A1,0.681,,,0.0642,0.846,,0.826,0.649,0.364,,0.675,0.531,0.826,0.661,0.827,,0.74,0.61,,0.452
FST,0.135,,,0.427,,,,,0.155,,,0.576,,,,,,0.868,,0.42
INSM2,0.0893,,,0.382,,,,,0.1,,,0.61,,,,,,0.571,,0.727
CCDC154,0.586,,,0.265,,,,,0.446,,,0.572,,,,,,0.234,,0.879
DUSP11,0.285,0.721,,0.674,,,,,0.0463,0.739,,0.601,,,,0.646,,0.536,0.56,0.496
TECPR1,0.272,,,0.429,,,,,0.684,,,0.558,,,,,,0.368,,0.736
KLHL28,0.207,,,0.639,,,,,0.406,,,0.729,,,,,,0.398,,0.558
FLVCR2,0.888,,,0.623,,,,,0.903,,,0.419,,,,,,0.549,,0.44
KRTAP21-2,0.307,,,0.584,,,,,0.175,,,0.678,,,,,,0.654,,0.501
NKAP,0.768,,,0.516,,,,,0.614,,,0.0129,,,,,,0.825,,0.00616
EYS,0.472,,,0.468,,,,,0.267,,,0.738,,,,,,0.787,,0.415
OVOL1,0.693,,,0.217,,,,,0.0701,,,0.532,,,,,,0.341,,0.536
TAF15,0.121,,,0.0894,,,,,0.905,,,0.13,,,,,,0.6,,0.391
BACH1,0.751,,,0.244,0.694,,0.829,0.828,0.248,,0.447,0.801,0.875,0.774,0.79,,0.866,0.653,,0.512
TMC8,0.624,,,0.0704,,,,,0.479,,,0.651,,,,,,0.886,,0.526
BAG1,0.195,,,0.418,,,,,0.592,,,0.553,,,,,,0.256,,0.529
RAB24,0.736,,,0.835,,,,,0.4,,,0.659,,,,,,0.352,,0.801
GHRL,0.362,,,0.219,,,,,0.864,,,0.576,,,,,,0.567,,0.446
AFF3,0.92,,,0.305,,,,,0.791,,,0.603,,,,,,0.78,,0.514
GEMIN6,0.494,,,0.935,,,,,0.984,,,0.164,,,,,,0.267,,0.118
DNAJC24,0.642,,,0.693,,,,,0.802,,,0.466,,,,,,0.403,,0.305
ALG11,0.463,0.169,,0.824,,,,,0.711,0.186,,0.00134,,,,0.553,,0.847,0.732,0.0163
LRP5,0.42,,,0.102,,,,,0.00234,,,0.519,,,,,,0.796,,0.482
SERTAD3,0.555,,,0.634,,,,,0.285,,,0.546,,,,,,0.744,,0.683
GRIA3,0.412,,,0.786,,,,,0.578,,,0.708,,,,,,0.12,,0.703
MYCT1,0.608,,,0.414,,,,,0.159,,,0.712,,,,,,0.365,,0.648
RWDD4,0.488,,,0.923,,,,,0.508,,,0.531,,,,,,0.738,,0.256
NFATC2IP,0.721,,,0.631,0.726,,0.613,0.553,0.129,,0.911,0.473,0.537,0.681,0.517,,0.164,0.595,,0.281
CCR7,0.785,,,0.149,,,,,0.0275,,,0.582,,,,,,0.711,,0.353
MED8,0.643,,,0.697,,,,,0.994,,,0.000183,,,,,,0.224,,0.00273
ABCF3,0.482,,,0.802,,,,,0.0658,,,0.673,,,,,,0.941,,0.559
FRAT2,0.13,,,0.131,,,,,0.288,,,0.543,,,,,,0.732,,0.362
ZNF446,0.244,,,0.277,,,,,0.212,,,0.659,,,,,,0.0674,,0.593
IGSF6,0.497,,,0.792,,,,,0.512,,,0.577,,,,,,0.556,,0.601
EPHB4,0.725,,,0.467,,,,,0.266,,,0.644,,,,,,0.0548,,0.604
CD7,0.774,,,0.907,,,,,0.808,,,0.603,,,,,,0.442,,0.746
DMTN,0.198,,,0.233,,,,,0.308,,,0.676,,,,,,0.92,,0.877
ARHGEF2,0.519,0.622,,0.573,,,,,0.279,0.642,,0.635,,,,0.257,,0.16,0.437,0.513
JUN,0.551,,,0.255,,,,,0.922,,,0.0527,,,,,,0.178,,0.0991
SLC37A3,0.324,,,0.0729,,,,,0.396,,,0.783,,,,,,0.189,,0.875
H3C11,0.167,,,0.924,,,,,0.316,,,0.618,,,,,,0.804,,0.668
OR51M1,0.677,,,0.96,,,,,0.517,,,0.575,,,,,,0.376,,0.541
GCA,0.737,,,0.305,,,,,0.458,,,0.652,,,,,,0.0216,,0.862
TEX15,0.465,,,0.388,,,,,0.731,,,0.713,,,,,,0.442,,0.791
PRSS42P,0.0146,,,0.524,,,,,0.505,,,0.575,,,,,,0.69,,0.489
CNTN2,0.9,,,0.136,,,,,0.661,,,0.463,,,,,,0.216,,0.599
LHB,0.889,,,0.524,,,,,0.726,,,0.488,,,,,,0.542,,0.349
SEMA4A,0.69,,,0.298,,,,,0.0974,,,0.483,,,,,,0.681,,0.519
P2RY1,0.873,,,0.54,,,,,0.637,,,0.603,,,,,,0.197,,0.74
SLC39A10,0.895,,,0.804,,,,,0.485,,,0.641,,,,,,0.506,,0.342
OCSTAMP,0.205,,,0.346,,,,,0.926,,,0.964,,,,,,0.0404,,0.467
MEOX2,0.622,,,0.00647,,,,,0.549,,,0.681,,,,,,0.534,,0.438
SMC1A,0.839,,,0.644,,,,,0.98,,,3.07e-05,,,,,,0.0438,,0.000276
SRFBP1,0.657,0.348,,0.311,,,,,0.86,0.378,,0.00889,,,,0.283,,0.346,0.605,0.0634
TUBG2,0.555,,,0.772,,,,,0.183,,,0.528,,,,,,0.187,,0.637
ZNF398,0.914,0.682,,0.578,,,,,0.41,0.674,,0.608,,,,0.484,,0.0637,0.408,0.663
PRKAR2B,0.0237,,,0.45,,,,,0.281,,,0.585,,,,,,0.76,,0.559
BBC3,0.348,,,0.503,,,,,0.281,,,0.648,,,,,,0.722,,0.536
SUDS3,0.0458,0.335,,0.343,,,,,0.953,0.335,,0.252,,,,0.433,,0.799,0.57,0.0661
COA5,0.732,,,0.977,,,,,0.381,,,0.539,,,,,,0.114,,0.346
CHMP7,0.435,0.19,,0.659,,,,,0.922,0.204,,0.0124,,,,0.679,,0.963,0.817,0.0193
CHRNA2,0.89,,,0.773,,,,,0.474,,,0.69,,,,,,0.792,,0.991
PHETA1,0.724,,,0.155,,,,,0.308,,,0.679,,,,,,0.0112,,0.797
PDE4C,0.445,,,0.978,,,,,0.0331,,,0.588,,,,,,0.701,,0.505
