id,SchleicherMoldovan2020.NT1-VE822,DeWeirdtDoench2020_secondary.pDNA_pDNA-Control_S63845,VermaGreenberg2021.CAPAN1_T7_UT-CAPAN1_T7_OLA,BenslimaneHarrington2020_jurkat.DMSO_D12-Resveratrol_D12,SuChen2020.HEK293A_WT_DMSO_1-HEK293A_WT_Camp_1,VermaGreenberg2021.SUM149PT_T7_UT-SUM149PT_T7_OLA,SuChen2020.HCT116_WT_T0_2-HCT116_WT_Olap_2,SuChen2020.HEK293A_WT_DMSO_1-HEK293A_WT_MitoC_1,WeegenLuijsterburg2021.wt_illudins-elof1_illudins,DeWeirdtDoench2020_secondary.pDNA_pDNA-MCL1KO_anchor_Dropout,SuChen2020.HEK293A_WT_DMSO_1-HEK293A_WT_HU_1,WeegenLuijsterburg2021.elof1_init-elof1_nt_both,SuChen2020.HEK293A_WT_T0_1-HEK293A_WT_Camp_1,SuChen2020.HCT116_WT_DMSO_2-HCT116_WT_Olap_2,SuChen2020.HCT116_TP53ko_T0_2-HCT116_TP53ko_DMSO_2,DeWeirdtDoench2020_secondary.Control_Dropout-Control_S63845,SuChen2020.HEK293A_WT_T0_1-HEK293A_WT_CHK1i_1,GalloDurocher2022_TKOv2.WT_T18-CCNE1_T18,DeWeirdtDoench2020_secondary.Control_Dropout-MCL1KO_anchor_Dropout,GalloDurocher2022_TKOv2.WT_T0-WT_T18
NUDC,0.58484,,,0.16868,,,,,0.98205,,,0.00013573,,,,,,0.94213,,3.5589e-05
PDCL,0.097443,,,0.59832,,,,,0.81396,,,0.00016809,,,,,,0.67454,,0.0043195
RNPS1,0.81837,,,0.673,,,,,0.98984,,,0.0011486,,,,,,0.11664,,0.0012423
BRD4,0.17639,,0.49619,0.79155,,0.85257,,,0.94644,,,0.014324,,,,,,0.68149,,0.00018953
CTDNEP1,0.027001,,,0.76877,,,,,0.98391,,,0.00018948,,,,,,0.53328,,0.00093553
AQR,0.195,,,0.33362,,,,,0.90397,,,0.00019167,,,,,,0.1209,,0.0011248
INTS1,0.86795,5.3265e-05,,0.84274,,,,,0.10461,0.0001034,,6.8277e-05,,,,0.13321,,0.98439,0.86055,0.00047204
DDX47,0.10351,,,0.78777,,,,,0.19256,,,0.0015643,,,,,,0.95363,,0.0032221
RICTOR,0.17541,,,0.83781,,,,,0.82557,,,0.0060202,,,,,,0.23671,,0.0042252
NUP188,0.73842,,,0.20602,,,,,0.18303,,,0.0016428,,,,,,0.91427,,0.035354
SAE1,0.55256,,,0.73961,,,,,0.9971,,,0.00052401,,,,,,0.36906,,0.001751
NUP50,0.091937,,,0.0057528,,,,,0.066552,,,5.2922e-05,,,,,,0.97377,,0.0028551
ATP6V0B,0.42853,0.063156,,0.36711,,,,,0.92185,0.0061129,,5.1825e-05,,,,0.63691,,0.32055,0.26047,0.0030985
ELP2,0.68107,,,0.1988,,,,,0.8464,,,6.91e-05,,,,,,0.99889,,0.0028104
CSTF3,0.48624,,,0.19367,,,,,0.99222,,,0.00015273,,,,,,0.54041,,0.0019055
CDS2,0.95178,0.52853,,0.33372,,,,,0.9102,0.8126,,5.1825e-05,,,,0.23685,,0.342,0.95887,0.00085442
NUDT21,0.29181,,,0.94287,,,,,0.52294,,,5.6212e-05,,,,,,0.34152,,0.00037934
ELL,0.038932,,,0.99772,,,,,0.93075,,,3.3727e-05,,,,,,0.31228,,0.0012854
PPP6C,,9.3997e-06,,0.66463,,,,,1.0,4.0732e-05,,0.0011492,,,,0.15539,,0.74343,0.52834,5.9315e-05
MGRN1,0.62193,,,0.7141,,,,,0.99939,,,0.41187,,,,,,0.14536,,0.029757
ICMT,0.14527,0.009077,,0.13666,,,,,0.343,0.035258,,0.54824,,,,0.053663,,0.87454,0.79538,0.00020498
GAPDH,0.47996,,,0.48401,,,,,0.99176,,,1.0146e-05,,,,,,0.88232,,0.000802
SENP6,0.71187,,,0.27884,,,,,0.43598,,,0.0066031,,,,,,0.95539,,0.012127
DDX56,0.58721,,,0.55881,,,,,0.94145,,,2.0017e-05,,,,,,0.12644,,0.00016581
DDX55,0.54016,,,0.81085,,,,,0.9613,,,0.00034742,,,,,,0.24589,,0.0017119
RPL4,0.60796,,,0.15154,,,,,0.70034,,,0.0026074,,,,,,0.049526,,0.016315
UBIAD1,0.56342,,,0.4074,,,,,0.48323,,,0.08284,,,,,,0.56047,,0.20377
GFM1,0.35707,,,0.94568,,,,,0.99988,,,0.17066,,,,,,0.4857,,0.26383
MGAT1,0.68002,,,0.88103,,,,,0.15551,,,0.12838,,,,,,0.15635,,0.0093412
CDK12,0.08707,,,0.31329,,,,,0.92326,,,0.037538,,,,,,0.6038,,0.27429
OSBP,0.10633,,,0.77123,,,,,0.63896,,,0.00024761,,,,,,0.5473,,0.0035553
PRMT1,0.9384,0.0001222,0.42659,0.10869,,0.37181,,,0.98751,0.00064858,,5.7583e-06,,,,0.089682,,0.89279,0.34738,0.0012727
DCTN4,0.22148,,,0.76385,,,,,0.52422,,,0.0030335,,,,,,0.93601,,0.014837
RPA2,0.010832,,,0.44472,0.044426,,0.00044173,0.040108,0.53049,,0.68822,6.8551e-06,0.064676,0.86133,2.4816e-05,,0.0019109,0.6502,,0.00012829
CDH2,0.5396,,,0.59368,,,,,0.84369,,,0.0010242,,,,,,0.90351,,0.017104
MRPL3,0.64583,0.24766,,0.98478,,,,,0.44904,0.71412,,0.40905,,,,0.90378,,0.32479,0.479,0.15516
C18orf21,0.66445,,,0.85981,,,,,0.99528,,,0.00017577,,,,,,0.14703,,5.0487e-05
MCMBP,0.033985,0.0053735,,0.50955,,,,,0.99152,0.0010559,,6.1696e-05,,,,0.067888,,0.027349,0.33026,0.065074
POLR3K,0.17993,,,0.80401,,,,,0.9559,,,5.4567e-05,,,,,,0.31802,,0.0003501
PELP1,0.36961,,,0.87413,,,,,0.31313,,,0.0078398,,,,,,0.94186,,0.0016076
UBE3D,0.12247,,,0.52717,,,,,0.99755,,,0.29555,,,,,,0.71264,,0.075314
DPH2,0.97526,,,0.60297,,,,,0.96333,,,0.028001,,,,,,0.12014,,0.03581
LSM6,,,,0.47584,,,,,0.81484,,,0.00086786,,,,,,,,0.00014705
CDK9,0.12767,,0.45403,0.65872,,0.78315,,,0.71612,,,4.1405e-05,,,,,,,,3.89e-05
DNTTIP2,0.19167,,,0.66895,,,,,0.49528,,,0.00012257,,,,,,0.9532,,0.00088256
EIF4A1,0.77101,,,0.9569,,,,,1.0,,,0.00017028,,,,,,0.75374,,0.00076117
GET3,0.14881,,,0.7404,,,,,0.62788,,,0.00043516,,,,,,0.0089279,,0.07946
MPHOSPH10,0.32753,,,0.90372,,,,,0.9631,,,5.7857e-05,,,,,,0.39448,,0.025301
GNB1,0.10852,0.84652,,0.72677,,,,,0.83972,0.56816,,7.3213e-05,,,,0.60638,,0.92482,0.0099292,0.00017188
GTF2A2,0.97743,0.0053296,,0.84049,,,,,0.50362,0.023665,,0.0010022,,,,0.26458,,0.57788,0.96864,0.0005697
TPX2,0.79672,,,0.96317,,,,,0.94477,,,5.6212e-05,,,,,,0.97707,,0.0028425
TOP3A,0.58597,,,0.099614,0.44007,,0.15753,0.36466,0.99804,,0.91418,0.00066988,0.0019406,0.98611,0.050223,,0.0022285,0.11323,,0.00288
PSMC1,0.95304,,,0.58643,,,,,0.89379,,,8.2261e-07,,,,,,0.21127,,0.017163
PFDN6,0.0023397,,,0.92119,,,,,0.78648,,,0.00082782,,,,,,0.99775,,0.0027602
NOLC1,0.19618,0.017743,,0.38124,,,,,0.97609,0.014197,,0.00019715,,,,0.45062,,0.7911,0.14607,0.0090604
TRIM37,0.34183,,,0.88768,,,,,0.82044,,,0.0057569,,,,,,0.65389,,0.00083235
SNIP1,0.83396,,,0.090092,,,,,0.7846,,,0.0031569,,,,,,0.97994,,0.0027299
CKAP5,0.30021,,,0.37512,0.45978,,0.02371,0.2566,0.22228,,0.97813,4.7437e-05,0.0064671,0.95809,0.00038217,,0.00028291,0.093036,,0.0020821
INO80,0.19603,,0.32462,0.18012,0.62096,0.67207,0.0058021,0.029338,0.79842,,0.069709,5.8954e-05,0.20837,0.10372,0.04397,,0.020186,0.95436,,0.00039093
EIF1AX,0.83537,,,0.26979,,,,,0.63228,,,0.00053991,,,,,,0.17177,,0.00017188
DCLRE1B,0.93989,,,0.37126,0.64327,,0.12648,0.61655,0.34468,,0.92433,0.00060352,0.12698,0.016414,0.95563,,0.007162,0.038791,,0.026301
RSU1,0.48146,,,0.16704,,,,,0.57467,,,0.046949,,,,,,0.87913,,0.0056322
PKN2,0.95882,,,0.1702,,,,,0.85353,,,0.0083586,,,,,,0.6957,,0.00048859
KANSL2,0.68227,0.11376,,0.026622,,,,,0.83559,0.10083,,7.9519e-06,,,,0.68524,,0.027638,0.31499,0.00041493
COMMD10,0.020965,,,0.3749,,,,,0.89981,,,0.0072223,,,,,,0.47694,,0.00068668
ALG8,0.5979,,,0.33499,,,,,0.34833,,,0.0025136,,,,,,0.79757,,0.043811
EXOC4,0.62865,,,0.41719,,,,,0.36196,,,0.0010066,,,,,,0.25966,,0.0080859
UFD1,0.058877,,,0.1858,,,,,0.99565,,,0.0062894,,,,,,0.043112,,0.00050956
MAP2K5,0.80155,,,0.75253,,,,,0.83665,,,0.00063917,,,,,,0.98889,,0.005433
GTF2H3,0.19053,,,0.98404,0.61222,,0.20031,0.056388,0.79287,,0.9851,4.0857e-05,0.2651,0.96824,0.093195,,0.18993,0.23524,,0.015342
NAF1,0.17075,,,0.38937,,,,,0.70131,,,0.0029732,,,,,,0.036034,,0.0049899
BMS1,0.68593,,,0.28114,,,,,0.99872,,,8.6923e-05,,,,,,0.17462,,0.078839
WDR36,0.56982,,,0.97953,,,,,0.95315,,,0.0012227,,,,,,0.57331,,0.015842
DHPS,0.8697,,,0.69076,,,,,0.98897,,,0.0047841,,,,,,0.72837,,0.00033299
CDT1,0.70206,,,0.97216,,,,,0.9885,,,6.2793e-05,,,,,,0.012698,,0.00037327
COMMD2,0.59034,,,0.74805,,,,,0.45609,,,0.00040994,,,,,,0.65864,,0.0057635
TAF6,0.37358,0.0021212,,0.055877,,,,,0.93069,0.013858,,0.001713,,,,0.3407,,0.86643,0.991,0.0020192
CEP120,0.60332,0.87688,,0.86387,,,,,0.659,0.88396,,0.0013126,,,,0.53293,,0.022994,0.10969,0.19395
SRFBP1,0.59004,0.11691,,0.45377,,,,,0.99583,0.12919,,0.0003019,,,,0.5265,,0.36338,0.80955,0.0040464
ABT1,0.12647,,,0.53092,,,,,0.90374,,,2.4404e-05,,,,,,0.35546,,0.00010456
RFC5,0.18149,0.0054299,,0.5002,0.73531,,0.051901,0.1637,0.65228,0.061728,0.33528,4.6615e-06,0.10888,0.41399,0.061639,0.7331,0.10886,0.36111,0.86594,0.0030565
RPL19,0.081316,3.1332e-06,,0.97474,,,,,0.95228,3.1332e-06,,0.033461,,,,0.037176,,0.47335,0.92807,0.037307
RPL7A,0.22283,0.00053578,,0.37463,,,,,0.96998,0.0012878,,0.01438,,,,0.67026,,0.0035764,0.6713,0.021431
ARIH1,0.68311,,,0.98428,,,,,0.9999,,,0.85798,,,,,,1.0225e-05,,0.13271
POLD3,0.2445,,,0.03193,0.40474,,0.075447,0.78224,0.23091,,0.99875,9.3504e-05,0.5321,0.44766,0.0024072,,0.020424,0.12128,,0.0063699
MCM4,0.07515,,,0.88402,,,,,0.7799,,,7.4035e-06,,,,,,0.19303,,0.00010622
BRD8,0.69375,,0.42149,0.6849,,0.67678,,,0.78545,,,0.0015709,,,,,,0.51096,,0.01022
URB1,0.14727,,,0.98757,,,,,0.90529,,,1.371e-06,,,,,,0.30733,,0.0011927
PFDN1,0.72044,,,0.53706,,,,,0.6683,,,0.02477,,,,,,0.12571,,0.029264
IPO9,0.22199,,,0.10538,,,,,0.67759,,,0.0069377,,,,,,0.99258,,0.00033244
NOP56,,,,0.84558,,,,,0.9083,,,0.0003008,,,,,,0.35693,,0.0022962
PMPCB,0.14076,0.026109,,0.84284,,,,,0.55885,0.1567,,7.76e-05,,,,0.40962,,0.13145,0.9152,0.0016131
POLR1A,,0.00028512,,0.41293,,,,,0.96954,0.00025379,,3.5647e-06,,,,0.216,,0.65332,0.86357,0.0044293
NOPCHAP1,0.49216,,,0.17625,,,,,0.92848,,,5.5115e-05,,,,,,0.62777,,0.003477
LYRM4,0.85904,,,0.42712,,,,,0.63762,,,3.5647e-06,,,,,,0.14699,,0.00092946
POLR2F,0.19039,,,0.49036,,,,,0.86269,,,8.2261e-07,,,,,,0.39639,,0.0016219
HINFP,0.89505,0.0057432,,0.44629,,,,,0.58994,0.0021651,,1.371e-06,,,,0.58209,,0.82322,0.34701,0.00017353
ATP6V1B2,,,,0.30426,,,,,0.7264,,,0.00010886,,,,,,0.13864,,0.00066406
PSMC6,0.78485,,,0.62229,,,,,0.39806,,,4.1131e-06,,,,,,0.94474,,2.8416e-05
NELFB,0.68137,,,0.77912,0.2616,,0.10103,0.31556,0.54153,,0.80193,0.00015767,0.021139,0.86024,0.1527,,0.011053,0.1638,,0.00295
EXOSC3,0.16374,,,0.3382,,,,,0.9267,,,2.3307e-05,,,,,,0.23154,,0.01251
GEMIN8,0.42784,,,0.93837,,,,,0.81626,,,2.4404e-05,,,,,,0.31547,,0.0042688
SRF,0.062292,,,0.12877,,,,,0.14102,,,0.024247,,,,,,0.99248,,0.0056857
EIF5B,0.26371,,,0.39421,,,,,0.81279,,,4.0034e-05,,,,,,0.78157,,0.023876
PSENEN,0.56417,,,0.66091,,,,,0.69347,,,0.088962,,,,,,0.44971,,6.0971e-05
RNF8,0.062691,,,0.83718,0.95014,,0.0058914,0.96204,0.9921,,0.83095,0.18661,0.8441,0.0037076,0.6698,,0.074792,0.80321,,0.23412
MRPS18B,0.046478,0.10814,,0.15761,,,,,0.98883,0.1114,,0.11186,,,,0.46047,,0.8001,0.62483,0.018765
SRCAP,0.83338,,0.37092,0.1443,,0.005272,,,0.93765,,,0.00019825,,,,,,0.21806,,0.0040922
EIF3E,0.46748,,,0.61901,,,,,0.55135,,,1.371e-06,,,,,,0.52709,,0.00059067
MAPKAP1,0.22168,,,0.36072,,,,,0.837,,,0.0054877,,,,,,0.070585,,0.086875
POLR2D,0.69278,,0.83297,0.8787,,0.99518,,,0.67739,,,1.892e-05,,,,,,0.18176,,3.6141e-05
DDX11,0.29769,,,0.11497,0.045598,,0.01553,0.0098819,0.99998,,0.94848,0.00010447,0.0018314,0.72086,0.0038763,,0.00046158,0.048243,,0.00085056
CHCHD4,0.26304,,,0.99425,,,,,0.9427,,,0.0034284,,,,,,0.59916,,0.00025133
THOC1,0.44719,,,0.69513,,,,,0.97984,,,0.00010008,,,,,,0.58977,,0.0016666
EXOSC8,0.51404,,,0.47826,,,,,0.90445,,,1.3984e-05,,,,,,0.92699,,7.4489e-06
DDX54,0.88868,,,0.17432,,,,,0.9306,,,0.00010392,,,,,,0.018891,,0.0038566
SPTLC1,0.65905,,,0.14192,,,,,0.92188,,,0.00051852,,,,,,0.33588,,0.011702
OXSM,0.64857,,,0.98468,,,,,0.99513,,,0.36409,,,,,,0.072213,,0.017118
NUP98,0.17172,,,0.5576,,,,,0.13995,,,0.00011599,,,,,,0.80676,,0.04463
ZFP36L1,0.20438,0.9778,,0.31877,,,,,0.52199,0.97502,,0.0047468,,,,0.59021,,0.99779,0.71333,0.00094325
TAF12,0.47441,,,0.065977,,,,,0.46047,,,0.00215,,,,,,0.99872,,0.00027837
POT1,0.37855,0.083654,,0.68846,,,,,0.99995,0.056382,,7.4858e-05,,,,0.75547,,0.8633,0.67073,0.00024581
CDCA8,0.57583,,,0.77976,,,,,0.9115,,,0.000337,,,,,,0.82064,,0.00025188
TSEN2,0.89781,,,0.36108,,,,,0.96272,,,3.2082e-05,,,,,,0.35688,,0.0057475
RPLP0,,,,0.91107,,,,,0.97796,,,2.3307e-05,,,,,,0.077746,,0.0048498
QKI,0.36361,,,0.42603,,,,,0.016103,,,0.53034,,,,,,0.98963,,0.000397
AHCTF1,0.13797,,,0.61146,,,,,0.11795,,,0.0011443,,,,,,0.14017,,0.0021119
ARPC3,0.84247,0.016058,,0.99949,,,,,0.91373,0.048048,,0.00013463,,,,0.097453,,0.9964,0.60449,0.00018622
ORC1,0.44429,,,0.98226,,,,,0.67973,,,0.00036277,,,,,,0.026881,,0.029371
UBA1,0.53743,,,0.10872,,,,,0.97304,,,0.00092818,,,,,,0.3248,,0.00094546
LUC7L3,0.86786,,,0.099362,0.88444,,0.03576,0.96147,0.91799,,0.9981,4.1405e-05,0.047573,0.47748,0.0025164,,0.0078668,0.27389,,0.001873
PSMB2,0.93977,,,0.41584,,,,,0.14083,,,2.6598e-05,,,,,,0.020113,,0.00010622
ENO1,0.15479,0.00099323,,0.83954,,,,,0.99623,3.4465e-05,,1.1242e-05,,,,0.14367,,0.24356,0.31601,0.00041521
XRCC6,0.31446,,,0.523,0.008919,,0.010587,0.29835,0.96021,,0.35432,8.5278e-05,0.0017917,0.62305,0.037547,,0.24272,0.95357,,0.00052611
MRPS18A,0.26781,,,0.83509,,,,,0.87977,,,0.43863,,,,,,0.20528,,0.051318
PPP4C,0.5762,,,0.91654,0.094099,,0.067337,0.49638,1.0,,0.99532,0.00093476,0.061182,0.94571,0.010706,,0.028157,0.024093,,0.000754
MEGF9,0.14548,0.96957,,0.73538,,,,,0.62821,0.98355,,0.90102,,,,0.51571,,0.491,0.58947,0.061346
CWC25,0.74541,,,0.61331,,,,,0.99787,,,6.8825e-05,,,,,,0.41179,,0.0047505
PDPR,0.33093,,,0.095738,,,,,0.83394,,,0.0024912,,,,,,0.87769,,0.3048
NVL,0.018322,,,0.53011,,,,,0.9909,,,4.6615e-06,,,,,,0.3154,,0.0025748
CDC40,0.76856,,,0.73282,,,,,0.50734,,,0.00059311,,,,,,0.19474,,0.00076117
CHTF18,0.48589,,,0.98431,0.0031517,,0.02639,0.57039,0.75481,,0.83084,0.67784,4.9633e-06,0.16895,0.97777,,7.4449e-05,0.014137,,0.030504
PRPF8,0.017592,,,0.17039,,,,,0.9224,,,3.7566e-05,,,,,,0.073128,,3.4486e-05
CHAF1B,0.1225,3.1332e-06,,0.02432,,,,,0.94761,3.1332e-06,,2.3856e-05,,,,0.015882,,0.1575,0.99874,0.0027944
MED11,0.54471,,,0.50776,,,,,0.9985,,,1.563e-05,,,,,,0.13286,,0.0019375
G3BP1,0.36608,,,0.51955,,,,,0.68607,,,0.55689,,,,,,0.013826,,0.29912
DYNC1I2,0.023839,2.1933e-05,,0.031561,,,,,0.84552,9.713e-05,,4.1131e-06,,,,0.37644,,0.091971,0.60373,0.022828
SF3A2,0.97831,,,0.20526,,,,,0.91883,,,0.0010878,,,,,,0.010524,,0.0075838
PSMC3,0.97718,,,0.29939,,,,,0.85406,,,0.00026241,,,,,,0.090032,,0.00063371
EIF5,0.74105,,,0.049336,,,,,0.63046,,,0.00048946,,,,,,0.39777,,0.0003959
RRS1,0.33296,,,0.14276,,,,,0.93125,,,0.00068414,,,,,,0.74849,,0.003019
PSTK,0.48714,0.59116,,0.83296,,,,,0.90814,0.45634,,0.51214,,,,0.89047,,0.010944,0.44532,0.0018024
MRPS2,0.58049,,,0.88946,,,,,0.71583,,,0.92173,,,,,,0.15261,,0.15622
SKA3,0.72535,,,0.57185,,,,,0.99988,,,0.0004401,,,,,,0.044612,,0.0012258
UBC,0.68034,,,0.53844,,,,,0.99202,,,0.043742,,,,,,0.38889,,0.00073744
VPS52,0.52019,,,0.51138,,,,,0.99389,,,5.9502e-05,,,,,,0.35272,,0.11401
MRPS25,0.60036,,,0.73895,,,,,0.68366,,,0.61309,,,,,,0.48134,,0.0044509
ZNF207,0.91077,,,0.95037,,,,,0.97781,,,5.7857e-05,,,,,,0.62002,,0.00024306
ISG20L2,0.56722,,,0.11945,,,,,0.72497,,,3.5647e-06,,,,,,0.91651,,0.0016622
EWSR1,0.66643,,,0.70974,,,,,0.085705,,,0.00046642,,,,,,0.62458,,0.011546
PNKP,0.72134,,,0.58375,0.88318,,0.0020995,0.88026,0.71983,,0.86024,0.18848,0.022479,0.018091,0.31855,,0.17947,0.0362,,0.0053961
PYROXD1,0.42675,,,0.21589,,,,,0.72762,,,0.00032877,,,,,,0.82689,,8.8559e-05
SNUPN,0.53279,,,0.96392,,,,,0.75203,,,8.2261e-07,,,,,,0.02684,,0.0006453
BORA,0.66331,,,0.27195,,,,,0.96944,,,0.0011481,,,,,,0.85901,,0.00015367
PGS1,0.24456,,,0.97204,,,,,0.91781,,,0.018876,,,,,,0.086933,,0.012034
MRPL22,0.19089,,,0.99118,,,,,0.2046,,,0.38544,,,,,,0.071591,,0.18496
SDE2,0.71431,,,0.61711,,,,,0.48662,,,0.00023445,,,,,,0.28983,,0.010514
ZBTB8OS,,9.3997e-06,,0.35349,,,,,0.83341,2.1933e-05,,0.00037539,,,,0.071322,,0.23533,0.06884,0.00081304
NOL11,0.33407,,,0.1621,,,,,0.16633,,,4.1131e-06,,,,,,0.43979,,0.00011891
ZC3H8,0.55292,,,0.042749,,,,,0.85539,,,0.00037429,,,,,,0.72559,,0.012558
GCN1,0.29413,,,0.99348,,,,,0.9895,,,0.0011475,,,,,,0.77451,,0.0019458
DNAJA3,0.37262,,,0.8069,,,,,0.76635,,,5.347e-05,,,,,,0.47604,,0.0024281
UTP23,0.62401,0.0056743,,0.98654,,,,,0.9988,0.038761,,2.8243e-05,,,,0.078002,,0.14957,0.96524,0.015943
SF3A3,0.96723,,,0.98902,,,,,0.90819,,,1.1791e-05,,,,,,0.15958,,0.0052333
ELP5,0.98914,,,0.62974,,,,,0.84912,,,3.976e-05,,,,,,0.48195,,0.001282
EIF4A3,0.98985,,,0.99989,,,,,0.95556,,,1.6178e-05,,,,,,0.031127,,0.0011469
INTS4,0.12037,,,0.97772,,,,,0.76572,,,0.00016699,,,,,,0.35463,,0.0080606
MMS22L,0.25572,,,0.55042,0.18183,,0.0018017,0.7897,0.84348,,0.54256,7.2116e-05,0.010428,0.0010373,0.16605,,0.064637,0.76406,,0.0009954
NONO,0.97875,,,0.24377,0.16596,,0.14165,0.71943,0.5081,,0.73852,0.00019715,0.0023576,0.044605,0.83174,,0.0012756,0.38252,,0.001378
SEC63,0.1022,0.0018267,,0.77739,,,,,0.52783,0.00089924,,0.000303,,,,0.045466,,0.41177,0.62386,0.18572
CCNH,0.12673,0.0033181,,0.4406,0.091081,,0.0056135,0.94476,0.75818,0.0043708,0.047742,1.9194e-06,0.20464,0.42831,9.4302e-05,0.62743,0.00081894,0.05501,0.62438,0.010031
MRPL14,0.17826,,,0.46222,,,,,0.46333,,,0.21876,,,,,,0.37705,,0.30192
TRMT5,0.0055422,,,0.7513,,,,,0.92183,,,0.00039568,,,,,,0.1962,,0.0001796
FUBP3,0.88457,,,0.69291,,,,,0.11489,,,0.079847,,,,,,0.98482,,0.058025
WDR75,0.6132,,,0.29606,,,,,0.99401,,,0.00090954,,,,,,0.38597,,0.0018018
RBM39,0.029688,,,0.84939,,,,,0.88117,,,0.00023828,,,,,,0.26214,,0.0022405
SCAF1,0.79213,0.9803,,0.82137,,,,,0.33567,0.99761,,0.078929,,,,0.89547,,0.2932,0.90552,0.20838
ADO,0.94461,,,0.076507,,,,,0.45037,,,0.012151,,,,,,0.76513,,0.00011394
HSPA14,0.61369,,,0.52151,,,,,1.0,,,0.00077792,,,,,,0.0021598,,0.017669
SHOC2,0.67385,0.7347,,0.39072,,,,,0.28804,0.47116,,2.0017e-05,,,,0.56816,,0.96803,0.1633,0.00417
ARMH3,0.0057081,,,0.29356,,,,,0.85498,,,0.054916,,,,,,0.54879,,0.024199
SUPV3L1,0.010801,,,0.96348,,,,,0.89026,,,0.025081,,,,,,0.18295,,0.0049905
CDK7,0.27608,,,0.39631,0.36375,,0.36653,0.21805,0.53693,,0.94165,3.6743e-05,0.01685,0.97884,0.14078,,0.015669,0.16738,,0.00065247
ARCN1,0.61169,,,0.52442,0.54959,,0.018518,0.097841,0.38628,,0.84495,5.6212e-05,0.22592,0.95906,7.4449e-05,,0.0005807,0.65375,,0.0002883
NHP2,0.42859,,,0.14336,,,,,0.85964,,,5.5664e-05,,,,,,0.065897,,0.0023999
PCBP2,0.30011,,,0.21441,,,,,0.99966,,,0.013293,,,,,,0.12359,,0.44471
USP39,0.34525,,,0.21237,,,,,0.46136,,,0.00022073,,,,,,0.22864,,0.0034891
RPL27A,0.39186,,,0.44177,,,,,0.4016,,,0.00018948,,,,,,0.51236,,0.00073303
MRPL37,0.16514,,,0.99985,,,,,0.67422,,,0.38507,,,,,,0.59184,,0.03821
RBX1,0.46748,0.52963,,0.29025,0.49371,,0.026519,0.37739,0.59993,0.16495,0.33269,0.00017083,0.067178,0.034917,0.071198,0.28407,0.0027248,0.15114,0.031211,0.020621
DCTN3,0.48342,,,0.6254,,,,,0.83296,,,5.4018e-05,,,,,,0.50444,,0.0046572
PRPF18,0.20747,,,0.73948,,,,,0.39809,,,0.0032112,,,,,,0.87391,,0.0016937
TLK2,0.46036,,,0.1457,,,,,0.86018,,,0.13478,,,,,,0.67483,,0.0317
DHX16,0.66213,,,0.90079,,,,,0.8465,,,0.0010236,,,,,,0.30888,,0.0084324
RBBP7,0.86287,,,0.37666,,,,,0.1358,,,0.029101,,,,,,0.75391,,0.0025373
DDX59,0.043264,0.031899,,0.07774,,,,,0.99293,0.026335,,4.0857e-05,,,,0.019548,,0.79059,0.91641,0.00094049
RBBP4,0.60992,,,0.16718,,,,,0.95441,,,0.00011928,,,,,,0.42981,,0.00037934
WDR74,0.4296,,,0.72295,,,,,0.67754,,,6.8551e-06,,,,,,0.44636,,0.0030924
IER3IP1,0.50063,,,0.48793,,,,,0.80471,,,0.068549,,,,,,0.068939,,0.0043262
DKC1,0.51209,0.0033244,,1.0,,,,,0.99984,0.00024126,,1.371e-06,,,,0.41932,,0.43336,0.73916,0.0025627
ANAPC10,0.75989,,,0.94552,,,,,0.99932,,,0.0080175,,,,,,0.0041938,,0.052777
POLR1G,,0.035528,,0.70749,,,,,0.91177,0.077131,,0.00056623,,,,0.57964,,0.78388,0.25183,0.011987
PHB,0.090265,0.0032241,,,,,,,,0.011671,,,,,,0.81278,,0.82251,0.96589,0.0023028
INO80B,0.026946,,,0.039325,,,,,0.97659,,,0.0001626,,,,,,0.67567,,0.020146
SMG6,0.02368,,,0.54113,,,,,0.91036,,,0.0038496,,,,,,0.11205,,0.050593
MASTL,0.75726,,,0.61284,,,,,0.99972,,,0.00011325,,,,,,0.97136,,0.0035454
INTS11,0.23171,0.0015823,,0.99299,,,,,0.66142,0.030345,,2.4678e-06,,,,0.60413,,0.87393,0.69907,0.074235
NUP54,0.16514,,,0.31515,,,,,0.98299,,,0.011359,,,,,,0.58785,,0.0071297
URI1,0.54492,,,0.27577,,,,,0.99077,,,0.0021681,,,,,,0.27614,,0.0040635
TUBGCP3,0.40144,,,0.64231,,,,,0.87621,,,2.7695e-05,,,,,,0.156,,0.0048338
RAD51D,0.76508,0.039895,,0.95315,0.02361,,0.20504,0.033001,0.77657,0.021748,0.64618,0.0012364,0.0093756,0.15928,0.6603,0.66962,0.022608,0.069703,0.64492,0.01525
NEPRO,0.33041,,,0.38845,,,,,0.99593,,,9.2955e-05,,,,,,0.85045,,0.00026016
MRPL50,0.99057,0.012248,,0.99967,,,,,0.71225,0.071416,,0.1359,,,,0.19235,,0.54768,0.61888,0.17343
VRK1,0.63437,,,0.32289,,,,,0.97502,,,0.004262,,,,,,0.18001,,0.0026228
GPKOW,0.50286,,,0.2778,,,,,0.64389,,,0.00194,,,,,,0.077428,,0.0068527
POMP,0.41109,,,0.56445,,,,,0.99993,,,0.00029148,,,,,,0.33507,,0.0086774
