id,SchleicherMoldovan2020.NT1-VE822,DeWeirdtDoench2020_secondary.pDNA_pDNA-Control_S63845,VermaGreenberg2021.CAPAN1_T7_UT-CAPAN1_T7_OLA,BenslimaneHarrington2020_jurkat.DMSO_D12-Resveratrol_D12,SuChen2020.HEK293A_WT_DMSO_1-HEK293A_WT_Camp_1,VermaGreenberg2021.SUM149PT_T7_UT-SUM149PT_T7_OLA,SuChen2020.HCT116_WT_T0_2-HCT116_WT_Olap_2,SuChen2020.HEK293A_WT_DMSO_1-HEK293A_WT_MitoC_1,WeegenLuijsterburg2021.wt_illudins-elof1_illudins,DeWeirdtDoench2020_secondary.pDNA_pDNA-MCL1KO_anchor_Dropout,SuChen2020.HEK293A_WT_DMSO_1-HEK293A_WT_HU_1,WeegenLuijsterburg2021.elof1_init-elof1_nt_both,SuChen2020.HEK293A_WT_T0_1-HEK293A_WT_Camp_1,SuChen2020.HCT116_WT_DMSO_2-HCT116_WT_Olap_2,SuChen2020.HCT116_TP53ko_T0_2-HCT116_TP53ko_DMSO_2,DeWeirdtDoench2020_secondary.Control_Dropout-Control_S63845,SuChen2020.HEK293A_WT_T0_1-HEK293A_WT_CHK1i_1,GalloDurocher2022_TKOv2.WT_T18-CCNE1_T18,DeWeirdtDoench2020_secondary.Control_Dropout-MCL1KO_anchor_Dropout,GalloDurocher2022_TKOv2.WT_T0-WT_T18
TRIM37,0.994057,,,0.999979,,,,,0.999991,,,0.07253,,,,,,1.0,,0.026066
SNIP1,0.99971,,,0.980903,,,,,0.999991,,,0.044527,,,,,,0.944005,,0.058385
CKAP5,0.987882,,,0.978813,0.999995,,0.121182,0.901025,0.965352,,0.999965,0.002308,0.049581,0.952652,0.005671,,0.005205,0.933417,,0.048521
INO80,0.981003,,0.9034,0.99114,0.999995,0.983631,0.051908,0.217668,0.155895,,0.552866,0.002447,0.563833,0.536068,0.20226,,0.091033,0.99798,,0.016002
EIF1AX,0.892104,,,0.999227,,,,,0.999991,,,0.010759,,,,,,0.984329,,0.010112
DCLRE1B,0.856386,,,0.999227,0.999995,,0.393111,0.999995,0.99792,,0.999995,0.011741,0.381756,0.116157,0.999995,,0.040177,0.794899,,0.307056
RSU1,0.999956,,,0.99114,,,,,0.999991,,,0.385281,,,,,,1.0,,0.096898
PKN2,0.945323,,,0.99114,,,,,0.999991,,,0.096487,,,,,,0.864656,,0.018614
KANSL2,0.99971,0.426153,,0.977409,,,,,0.953454,0.38087,,0.000855,,,,0.781565,,0.744904,0.999997,0.016483
COMMD10,0.937921,,,0.999227,,,,,0.999991,,,0.086067,,,,,,1.0,,0.023118
ALG8,0.994449,,,0.99114,,,,,0.999007,,,0.036746,,,,,,1.0,,0.444909
EXOC4,0.945323,,,0.994214,,,,,1.0,,,0.017678,,,,,,0.916099,,0.127724
UFD1,0.952916,,,0.999227,,,,,0.405648,,,0.077774,,,,,,0.821745,,0.019009
MAP2K5,0.973541,,,0.999227,,,,,0.999991,,,0.01225,,,,,,0.973965,,0.094559
GTF2H3,0.96838,,,0.72367,0.999995,,0.999995,0.337988,0.964735,,0.738149,0.002092,0.655632,0.999995,0.360251,,0.549482,1.0,,0.207932
NAF1,0.975311,,,0.994214,,,,,0.807528,,,0.0422,,,,,,0.786212,,0.089282
BMS1,0.999956,,,0.99114,,,,,0.212795,,,0.003065,,,,,,0.984898,,0.675759
WDR36,0.830569,,,0.958458,,,,,0.892108,,,0.020401,,,,,,0.781708,,0.213892
DHPS,0.988636,,,0.856765,,,,,0.538545,,,0.062048,,,,,,1.0,,0.01473
CDT1,0.999956,,,0.980976,,,,,0.388225,,,0.00253,,,,,,0.613202,,0.015723
COMMD2,0.999956,,,0.999227,,,,,0.999991,,,0.008676,,,,,,0.982209,,0.098609
TAF6,0.997052,0.017238,,0.980903,,,,,0.960886,0.080242,,0.02708,,,,0.999997,,1.0,0.294134,0.047301
CEP120,0.997052,0.999997,,0.999979,,,,,1.0,0.999997,,0.021701,,,,0.954661,,0.727732,0.955175,1.0
SRFBP1,0.99971,0.435655,,0.997062,,,,,0.400621,0.4537,,0.007013,,,,0.999997,,1.0,0.999997,0.077244
ABT1,0.969623,,,0.998528,,,,,0.97231,,,0.001644,,,,,,1.0,,0.007658
RFC5,0.975311,0.035722,,0.999227,0.999995,,0.207467,0.670252,0.617295,0.257334,0.963071,0.000679,0.341922,0.999995,0.262536,0.999997,0.365513,1.0,0.083366,0.062897
RPL19,0.965792,9.7e-05,,0.974747,,,,,0.359263,0.000124,,0.295888,,,,0.761229,,1.0,0.568968,0.394811
RPL7A,0.769943,0.005497,,0.994214,,,,,0.841729,0.011693,,0.14989,,,,0.999997,,0.366252,0.836468,0.264841
ARIH1,0.992805,,,0.922824,,,,,0.002599,,,0.906195,,,,,,0.00495,,0.926041
POLD3,0.962555,,,0.72367,0.941307,,0.274169,0.999995,0.969447,,0.108779,0.00321,0.999955,0.999995,0.020675,,0.091213,0.95641,,0.105933
MCM4,0.961166,,,0.999227,,,,,0.999991,,,0.00081,,,,,,1.0,,0.007716
BRD8,0.999956,,0.964086,0.985696,,0.497904,,,0.841729,,,0.025232,,,,,,1.0,,0.153209
URB1,0.975311,,,0.890986,,,,,0.329527,,,0.000399,,,,,,0.946458,,0.033247
PFDN1,0.99971,,,0.998528,,,,,0.999991,,,0.232879,,,,,,0.960271,,0.332724
IPO9,0.981295,,,0.980903,,,,,0.953006,,,0.083502,,,,,,0.635287,,0.01473
NOP56,,,,0.999227,,,,,0.605337,,,0.007007,,,,,,1.0,,0.051912
PMPCB,0.975311,0.126541,,0.98936,,,,,0.999991,0.530148,,0.00283,,,,0.999997,,0.968441,0.686562,0.040826
POLR1A,,0.003362,,0.994214,,,,,0.550319,0.003398,,0.000631,,,,0.999997,,0.944005,0.999997,0.081864
NOPCHAP1,0.999956,,,0.999227,,,,,0.999991,,,0.002386,,,,,,1.0,,0.069633
LYRM4,0.99971,,,0.999227,,,,,0.167181,,,0.000631,,,,,,0.906104,,0.028364
POLR2F,0.979467,,,0.917327,,,,,0.955482,,,0.000399,,,,,,0.969581,,0.040876
HINFP,0.945323,0.037038,,0.999227,,,,,1.0,0.01791,,0.000399,,,,0.999997,,0.969581,0.999997,0.010176
ATP6V1B2,,,,0.99114,,,,,0.999991,,,0.003503,,,,,,0.969623,,0.02244
PSMC6,0.988636,,,0.81435,,,,,1.0,,,0.000635,,,,,,0.927512,,0.003695
NELFB,0.785156,,,0.999227,0.978338,,0.324983,0.999995,0.941754,,0.108779,0.004379,0.105686,0.999995,0.544529,,0.05443,0.944005,,0.061268
EXOSC3,0.945323,,,0.99114,,,,,0.347681,,,0.0016,,,,,,1.0,,0.177315
GEMIN8,0.999956,,,0.845358,,,,,0.565626,,,0.001644,,,,,,1.0,,0.079791
SRF,0.952916,,,0.980903,,,,,0.999991,,,0.228589,,,,,,0.742821,,0.097725
EIF5B,0.987528,,,0.994214,,,,,0.999991,,,0.002092,,,,,,1.0,,0.28543
PSENEN,0.99971,,,0.999227,,,,,0.9353,,,0.642212,,,,,,1.0,,0.005611
RNF8,0.952916,,,0.999227,0.613603,,0.051908,0.000571,0.119097,,0.638759,0.994693,0.999995,0.032798,0.999995,,0.262627,1.0,,1.0
MRPS18B,0.94463,0.411893,,0.989391,,,,,0.60326,0.403681,,0.752444,,,,0.999997,,1.0,0.999997,0.241424
SRCAP,0.999956,,0.964086,0.983859,,0.297867,,,0.999991,,,0.005157,,,,,,1.0,,0.077704
EIF3E,0.977785,,,0.999979,,,,,0.813659,,,0.000399,,,,,,1.0,,0.020988
MAPKAP1,0.981295,,,0.994214,,,,,0.999991,,,0.069722,,,,,,0.897145,,0.719371
POLR2D,0.830484,,0.9034,0.999227,,0.331991,,,0.020935,,,0.001441,,,,,,0.98721,,0.004267
DDX11,0.995623,,,0.980903,0.295421,,0.096538,0.101015,0.014134,,0.143436,0.003405,0.023402,0.999995,0.030222,,0.007144,0.844165,,0.026451
CHCHD4,0.997052,,,0.840776,,,,,0.946657,,,0.047686,,,,,,1.0,,0.012479
THOC1,0.99971,,,0.868658,,,,,0.999991,,,0.003315,,,,,,1.0,,0.041594
EXOSC8,0.99971,,,0.998528,,,,,0.633414,,,0.00118,,,,,,0.930783,,0.001782
DDX54,0.975881,,,0.99114,,,,,0.522314,,,0.003393,,,,,,0.680633,,0.074653
SPTLC1,0.999956,,,0.983859,,,,,0.184305,,,0.010436,,,,,,1.0,,0.169343
OXSM,0.996161,,,0.917327,,,,,0.100778,,,1.0,,,,,,0.901428,,0.225863
NUP98,0.975311,,,0.998528,,,,,0.919816,,,0.003547,,,,,,1.0,,0.450922
ZFP36L1,0.981003,0.060548,,0.99114,,,,,1.0,0.180964,,0.061653,,,,0.954661,,0.318344,0.999997,0.028399
TAF12,0.999956,,,0.980903,,,,,0.999991,,,0.032238,,,,,,0.492358,,0.013197
POT1,0.887656,0.333771,,0.999227,,,,,0.002599,0.236926,,0.002804,,,,0.999997,,1.0,0.999997,0.012252
CDCA8,0.99971,,,0.999227,,,,,0.965513,,,0.007521,,,,,,0.982209,,0.012479
TSEN2,0.999956,,,0.999227,,,,,0.100219,,,0.00197,,,,,,1.0,,0.098609
RPLP0,,,,0.958458,,,,,0.997782,,,0.0016,,,,,,0.913219,,0.08761
QKI,0.995835,,,0.994214,,,,,0.747219,,,0.703324,,,,,,0.156766,,0.016081
AHCTF1,0.975311,,,0.999979,,,,,0.999991,,,0.019452,,,,,,0.969623,,0.048898
ARPC3,0.990958,0.085425,,0.570649,,,,,0.941541,0.205178,,0.003902,,,,0.995177,,0.581312,0.999997,0.010642
ORC1,0.99971,,,0.955118,,,,,0.999991,,,0.007948,,,,,,0.744904,,0.332724
UBA1,0.961997,,,0.980903,,,,,0.937811,,,0.016559,,,,,,1.0,,0.028418
LUC7L3,0.945323,,,0.980903,0.841749,,0.161272,0.763433,0.683976,,0.695293,0.002092,0.189714,0.999995,0.021046,,0.042573,1.0,,0.044992
PSMB2,0.945323,,,0.994214,,,,,0.919816,,,0.001746,,,,,,0.696506,,0.007716
ENO1,0.975311,0.009341,,0.999979,,,,,0.38061,0.000778,,0.00107,,,,0.999997,,1.0,0.999997,0.016483
XRCC6,0.962555,,,0.998528,0.095413,,0.078546,0.987336,0.846564,,0.999965,0.003031,0.023402,0.999995,0.191069,,0.643875,0.975008,,0.019385
MRPS18A,0.987844,,,0.999979,,,,,0.999991,,,1.0,,,,,,1.0,,0.498839
PPP4C,0.999707,,,0.978813,0.497533,,0.249797,0.999995,0.000381,,0.999995,0.016643,0.236503,0.999995,0.066549,,0.116685,0.734139,,0.024334
MEGF9,0.975311,0.608618,,0.999227,,,,,1.0,0.406853,,1.0,,,,0.999997,,1.0,0.999997,0.567738
CWC25,0.999956,,,0.999227,,,,,0.281999,,,0.002684,,,,,,1.0,,0.086365
PDPR,0.992322,,,0.980903,,,,,0.999991,,,0.036506,,,,,,1.0,,1.0
NVL,0.934998,,,0.966779,,,,,0.500748,,,0.000679,,,,,,1.0,,0.05614
CDC40,0.990958,,,0.999227,,,,,1.0,,,0.011589,,,,,,0.9973,,0.024477
CHTF18,0.997052,,,0.922128,0.038152,,0.131168,0.999995,0.999991,,0.999995,1.0,0.002283,0.769497,0.999995,,0.002446,0.619138,,0.341248
PRPF8,0.930113,,,0.99114,,,,,0.999991,,,0.002087,,,,,,0.902366,,0.004238
CHAF1B,0.969154,9.7e-05,,0.999227,,,,,0.488519,0.000124,,0.001625,,,,0.571732,,0.977192,0.31692,0.059271
MED11,0.99971,,,0.998528,,,,,0.168465,,,0.00126,,,,,,0.968441,,0.045867
G3BP1,0.975881,,,0.999227,,,,,0.999991,,,0.950121,,,,,,0.616066,,1.0
DYNC1I2,0.937921,0.00051,,0.999227,,,,,0.999991,0.001599,,0.000635,,,,0.999997,,0.933417,0.999997,0.27621
SF3A2,0.830569,,,0.999227,,,,,0.960886,,,0.018686,,,,,,0.593224,,0.121504
PSMC3,0.887656,,,0.99114,,,,,0.999991,,,0.006368,,,,,,0.929513,,0.021784
EIF5,0.99971,,,0.98936,,,,,0.101269,,,0.009895,,,,,,1.0,,0.016072
RRS1,0.99971,,,0.983859,,,,,0.991738,,,0.01292,,,,,,1.0,,0.062268
PSTK,0.99971,0.999997,,0.999227,,,,,0.043729,0.999997,,1.0,,,,0.999997,,0.593224,0.999997,0.043646
MRPS2,0.999956,,,0.999227,,,,,0.633529,,,1.0,,,,,,0.975423,,1.0
SKA3,0.96838,,,0.999227,,,,,0.069853,,,0.009122,,,,,,0.830989,,0.033995
UBC,0.974785,,,0.998528,,,,,0.168891,,,0.362589,,,,,,1.0,,0.024121
VPS52,0.974362,,,0.998528,,,,,0.469936,,,0.002447,,,,,,1.0,,0.851372
MRPS25,0.945323,,,0.994137,,,,,0.999991,,,1.0,,,,,,0.946458,,0.082083
ZNF207,0.969064,,,0.982957,,,,,0.715543,,,0.002418,,,,,,0.948967,,0.012204
ISG20L2,0.99971,,,0.980903,,,,,0.999991,,,0.000631,,,,,,0.950453,,0.041541
EWSR1,0.999956,,,0.999227,,,,,0.876524,,,0.009537,,,,,,0.796648,,0.167488
PNKP,0.664035,,,0.998528,0.999995,,0.030465,0.285321,0.201885,,0.999995,0.999092,0.108844,0.124208,0.999995,,0.530895,0.786954,,0.094373
PYROXD1,0.999956,,,0.99114,,,,,0.288424,,,0.007401,,,,,,0.962092,,0.007075
SNUPN,0.999956,,,0.955118,,,,,0.781438,,,0.000399,,,,,,1.0,,0.022093
BORA,0.999956,,,0.99114,,,,,0.900226,,,0.019463,,,,,,1.0,,0.009347
PGS1,0.982852,,,0.982957,,,,,0.937811,,,0.186733,,,,,,0.929513,,0.172808
MRPL22,0.979467,,,0.87016,,,,,0.95479,,,0.931188,,,,,,0.897145,,1.0
SDE2,0.997052,,,0.965161,,,,,1.0,,,0.00583,,,,,,0.622721,,0.155787
ZBTB8OS,,0.000261,,0.994214,,,,,0.570053,0.00063,,0.008126,,,,0.939068,,0.981875,0.888232,0.02564
NOL11,0.992384,,,0.98989,,,,,0.935371,,,0.000635,,,,,,1.0,,0.008206
ZC3H8,0.99971,,,0.978458,,,,,0.070355,,,0.008122,,,,,,0.789059,,0.177854
GCN1,0.987882,,,0.845358,,,,,0.486787,,,0.019463,,,,,,1.0,,0.045942
DNAJA3,0.995835,,,0.855311,,,,,0.98419,,,0.002386,,,,,,1.0,,0.053591
UTP23,0.96838,0.036824,,0.72367,,,,,0.206231,0.17548,,0.001795,,,,0.974306,,0.974689,0.688089,0.214774
SF3A3,0.939282,,,0.472772,,,,,0.913097,,,0.00107,,,,,,0.97813,,0.092233
ELP5,0.887656,,,0.999227,,,,,0.977655,,,0.002092,,,,,,1.0,,0.034631
EIF4A3,0.785156,,,0.477202,,,,,0.742565,,,0.001292,,,,,,0.756398,,0.032459
INTS4,0.856386,,,0.964977,,,,,0.363735,,,0.004589,,,,,,0.982209,,0.127435
MMS22L,0.984922,,,0.999227,0.781697,,0.030465,0.718739,0.121471,,0.248858,0.002753,0.060719,0.012235,0.578646,,0.232288,1.0,,0.029233
NONO,0.887656,,,0.99114,0.741167,,0.428668,0.999995,0.999991,,0.695293,0.005144,0.027034,0.281072,0.999995,,0.011735,1.0,,0.036447
SEC63,0.969001,0.01519,,0.999227,,,,,1.0,0.008663,,0.007013,,,,0.816325,,1.0,0.999997,1.0
CCNH,0.969623,0.024317,,0.87016,0.492909,,0.051908,0.999995,0.999991,0.032422,0.873858,0.000423,0.55701,0.999995,0.001668,0.959284,0.008761,0.870487,0.999997,0.151011
MRPL14,0.99971,,,0.997076,,,,,0.838191,,,1.0,,,,,,1.0,,1.0
TRMT5,0.877537,,,0.999227,,,,,0.541912,,,0.008414,,,,,,0.978778,,0.010393
FUBP3,0.999956,,,0.999227,,,,,0.897269,,,0.59293,,,,,,0.930783,,0.545615
WDR75,0.999956,,,0.99114,,,,,0.469344,,,0.016274,,,,,,1.0,,0.043646
RBM39,0.941049,,,0.999979,,,,,0.999991,,,0.005901,,,,,,1.0,,0.050954
SCAF1,0.99971,0.999997,,0.999227,,,,,0.996636,0.999997,,0.588347,,,,0.999997,,1.0,0.999997,1.0
ADO,0.99971,,,0.999227,,,,,1.0,,,0.13089,,,,,,1.0,,0.008081
HSPA14,0.995894,,,0.999227,,,,,0.002599,,,0.014419,,,,,,0.283583,,0.230921
SHOC2,0.99971,0.999997,,0.994214,,,,,0.986997,0.999997,,0.001446,,,,0.999997,,1.0,0.999997,0.078848
ARMH3,0.877537,,,0.99114,,,,,0.999991,,,0.439668,,,,,,0.561131,,0.287946
SUPV3L1,0.877537,,,0.994137,,,,,0.999991,,,0.235347,,,,,,0.987377,,0.089282
CDK7,0.987882,,,0.994214,0.999995,,0.878151,0.815477,0.999991,,0.795483,0.002069,0.089408,0.999995,0.51397,,0.072806,0.980779,,0.022174
ARCN1,0.99971,,,0.998528,0.437976,,0.107501,0.473756,1.0,,0.181177,0.002394,0.590989,0.999995,0.001617,,0.00763,1.0,,0.013472
NHP2,0.99971,,,0.999227,,,,,0.469344,,,0.002394,,,,,,0.891227,,0.053337
PCBP2,0.934158,,,0.99114,,,,,0.111919,,,0.141334,,,,,,0.958824,,0.972729
USP39,0.994057,,,0.982957,,,,,0.999991,,,0.005603,,,,,,1.0,,0.069654
RPL27A,0.998867,,,0.995437,,,,,0.999991,,,0.004987,,,,,,1.0,,0.024047
MRPL37,0.947177,,,0.477202,,,,,0.999991,,,1.0,,,,,,1.0,,0.401199
RBX1,0.999956,0.999997,,0.99114,0.999995,,0.131168,0.999995,0.698834,0.551012,0.261868,0.004659,0.255387,0.223078,0.287291,0.659496,0.020548,0.975423,0.594596,0.25821
DCTN3,0.999956,,,0.999979,,,,,0.350906,,,0.002386,,,,,,1.0,,0.085275
PRPF18,0.981003,,,0.999227,,,,,0.655028,,,0.045082,,,,,,1.0,,0.041977
TLK2,0.999956,,,0.986481,,,,,0.999991,,,0.843711,,,,,,1.0,,0.351494
DHX16,0.99971,,,0.98936,,,,,1.0,,,0.017865,,,,,,1.0,,0.13215
RBBP7,0.98551,,,0.994214,,,,,0.913899,,,0.264948,,,,,,1.0,,0.055524
DDX59,0.94463,0.14686,,0.999227,,,,,0.37648,0.130846,,0.002092,,,,0.594916,,1.0,0.563152,0.028399
RBBP4,0.99971,,,0.99114,,,,,0.006163,,,0.003583,,,,,,0.946458,,0.015807
WDR74,0.999956,,,0.802177,,,,,1.0,,,0.000793,,,,,,1.0,,0.06349
IER3IP1,0.916149,,,0.999227,,,,,0.999991,,,0.524985,,,,,,0.894958,,0.080528
DKC1,0.945323,0.024317,,0.00495,,,,,0.079717,0.003371,,0.000399,,,,0.44637,,1.0,0.446426,0.055991
ANAPC10,0.999956,,,0.996812,,,,,0.161582,,,0.093532,,,,,,0.403891,,0.510256
POLR1G,,0.161768,,0.999227,,,,,0.999991,0.304529,,0.011197,,,,0.999997,,1.0,0.999997,0.172628
PHB,0.969001,0.023804,,,,,,,,0.070925,,,,,,0.999997,,0.944005,0.153001,0.051912
INO80B,0.938506,,,0.977409,,,,,0.841766,,,0.004496,,,,,,0.935121,,0.254577
SMG6,0.937921,,,0.998528,,,,,0.999991,,,0.052295,,,,,,0.880624,,0.493389
MASTL,0.973541,,,0.771932,,,,,0.101269,,,0.00353,,,,,,0.772716,,0.070375
INTS11,0.981295,0.013661,,0.850525,,,,,0.878274,0.147072,,0.000512,,,,0.999997,,1.0,0.951509,0.652973
NUP54,0.99971,,,0.99114,,,,,0.705695,,,0.123918,,,,,,1.0,,0.116623
URI1,0.999956,,,0.999227,,,,,0.450874,,,0.03243,,,,,,1.0,,0.077405
TUBGCP3,0.887656,,,0.999227,,,,,0.913874,,,0.001792,,,,,,0.976039,,0.087525
RAD51D,0.969064,0.17759,,0.871892,0.211726,,0.558091,0.237193,0.19058,0.113535,0.999995,0.020592,0.058281,0.746806,0.999995,0.999997,0.099783,0.894958,0.999997,0.206988
NEPRO,0.992322,,,0.999227,,,,,0.397575,,,0.00321,,,,,,1.0,,0.012747
MRPL50,0.794748,0.0679,,0.50966,,,,,0.999991,0.289288,,0.847922,,,,0.999997,,1.0,0.999997,1.0
VRK1,0.99971,,,0.99114,,,,,0.19553,,,0.056745,,,,,,0.98721,,0.05691
GPKOW,0.99971,,,0.999227,,,,,0.999991,,,0.029532,,,,,,0.913219,,0.113169
POMP,0.999956,,,0.998528,,,,,0.048798,,,0.006879,,,,,,1.0,,0.13508
SPTLC2,0.946105,,,0.999227,,,,,0.290451,,,0.341531,,,,,,0.950464,,0.024047
PI4KB,0.999956,,,0.999227,,,,,0.967721,,,0.105791,,,,,,0.935916,,0.094397
ARL2,0.987844,,,0.999227,,,,,0.990781,,,0.000423,,,,,,0.978146,,0.018664
EXOC3,0.999956,,,0.999227,,,,,0.999991,,,0.006958,,,,,,0.864327,,0.140283
TAF1D,0.999956,,,0.810069,,,,,0.606866,,,0.333918,,,,,,1.0,,0.691892
KLF16,0.981295,,,0.999979,,,,,1.0,,,0.245752,,,,,,0.998918,,0.028695
TFB2M,0.987882,,,0.999227,,,,,1.0,,,0.990477,,,,,,1.0,,1.0
SNRPB,0.877537,,,0.947212,,,,,0.999991,,,0.002386,,,,,,0.98721,,0.051789
PIK3C3,0.99971,,,0.999227,,,,,0.217488,,,0.006908,,,,,,0.933417,,0.034481
RSL1D1,0.982092,,,0.980903,,,,,0.999991,,,1.0,,,,,,1.0,,0.028275
BAZ1B,0.999956,,0.975565,0.989391,,0.936436,,,0.999991,,,0.014311,,,,,,0.619438,,1.0
WDR82,0.99971,,,0.999227,,,,,0.999991,,,0.008981,,,,,,0.990138,,0.023272
CMTR1,,,,0.999227,,,,,1.0,,,0.017218,,,,,,0.854754,,0.175954
TBC1D10B,0.99971,,,0.943928,,,,,0.937353,,,0.883277,,,,,,1.0,,0.753198
KIF4A,0.99971,0.763172,,0.999227,,,,,0.990549,0.884929,,1.0,,,,0.783327,,0.958053,0.999997,0.73859
SNRNP48,0.94463,,,0.98936,,,,,0.953006,,,0.029473,,,,,,1.0,,0.155026
PRKCE,0.99971,,,0.955118,,,,,0.931695,,,0.840675,,,,,,0.779309,,0.061721
GEMIN4,0.935732,,,0.999979,,,,,0.570053,,,0.129137,,,,,,1.0,,0.255022
NUBP2,0.952916,,,0.998528,,,,,0.268705,,,0.482103,,,,,,0.946458,,0.024334
PMVK,0.99971,,,0.999227,,,,,0.999991,,,0.955053,,,,,,1.0,,1.0
PTGDS,0.967474,,,0.99114,,,,,1.0,,,0.61097,,,,,,0.951824,,1.0
CRCP,0.99971,,,0.992082,,,,,0.999991,,,0.013709,,,,,,1.0,,0.013472
POLA2,0.96838,,,0.902741,,,,,1.0,,,0.00247,,,,,,0.438046,,0.169272
RNF20,0.585534,,,0.999979,,,,,0.268705,,,0.002386,,,,,,1.0,,0.022733
KCMF1,0.998867,,,0.958458,,,,,0.953006,,,0.159566,,,,,,0.821745,,1.0
ZNF236,0.988636,,,0.999979,,,,,0.470147,,,0.078285,,,,,,1.0,,0.28284
FAM89B,0.992805,,,0.997076,,,,,1.0,,,0.036756,,,,,,0.869814,,0.179158
AHCYL1,0.939282,,,0.999227,,,,,0.999991,,,1.0,,,,,,1.0,,1.0
NOP2,0.785156,,,0.999227,,,,,0.999991,,,0.0016,,,,,,1.0,,0.160009
PIK3CB,0.975311,,,0.999227,,,,,1.0,,,0.172803,,,,,,0.930783,,0.165479
NFYA,0.939282,,,0.999227,,,,,0.921529,,,0.672575,,,,,,1.0,,0.060231
MRPL11,0.99971,,,0.890986,,,,,0.999991,,,0.980042,,,,,,1.0,,0.896515
TPR,0.999956,,,0.858126,,,,,0.999991,,,0.003267,,,,,,1.0,,0.054789
CIAO3,0.999956,,,0.980903,,,,,0.98928,,,0.003721,,,,,,1.0,,0.29597
CLTC,0.785156,,,0.958458,,,,,0.999991,,,0.002092,,,,,,0.79663,,0.090265
MCPH1,0.997052,,,0.999979,,,,,0.244534,,,0.121077,,,,,,1.0,,0.22012
FAM98B,0.877537,0.038471,,0.99114,,,,,0.614204,0.030343,,0.380425,,,,0.999997,,0.773182,0.999997,0.051789
YTHDF2,0.987528,,,0.999227,,,,,1.0,,,0.012677,,,,,,0.965926,,0.242166
CNOT3,0.99971,,,0.999227,,,,,0.486787,,,0.00353,,,,,,0.991965,,0.015807
ALG12,0.664035,,,0.999227,,,,,0.999991,,,0.112716,,,,,,1.0,,0.02901
DDX20,0.640971,,,0.977409,0.437976,,0.618242,0.999995,0.977655,,0.999995,0.037534,0.999955,0.999995,0.999995,,0.178682,0.757565,,0.307043
RBM22,0.99971,,,0.999979,,,,,0.955266,,,0.012332,,,,,,1.0,,0.143738
SMC4,0.988636,,,0.998528,,,,,0.101269,,,0.000399,,,,,,1.0,,0.005296
RNPC3,0.99971,,,0.840776,,,,,0.999991,,,0.017786,,,,,,1.0,,0.024047
MSTO1,0.894067,0.010874,,0.999227,,,,,0.93135,0.03315,,0.00583,,,,0.999997,,1.0,0.985903,0.013955
RPLP2,0.987528,,,0.989391,,,,,0.68591,,,0.004086,,,,,,0.99827,,0.046855
WEE1,0.975311,,,0.994214,0.999995,,0.159703,0.999995,0.999991,,0.002283,0.001593,0.027034,0.999995,0.22176,,0.001868,0.924914,,0.006402
SMG5,0.973541,,,0.778645,,,,,1.0,,,0.026937,,,,,,1.0,,0.319675
PAXBP1,0.98551,,,0.999227,,,,,0.999991,,,0.003902,,,,,,1.0,,0.023503
BRF1,0.99971,,,0.99114,,,,,0.953006,,,0.002092,,,,,,1.0,,0.071847
PRPF4,0.922907,,,0.99114,,,,,0.999991,,,0.000679,,,,,,1.0,,0.078901
MRPL34,0.99971,,,0.753984,,,,,0.68178,,,0.886237,,,,,,1.0,,1.0
GOSR2,0.99971,,,0.897317,,,,,0.52427,,,0.001817,,,,,,0.944005,,0.001695
FAM120A,0.887656,,,0.978458,,,,,0.922849,,,0.157173,,,,,,0.931477,,0.111489
UXT,0.98551,,,0.99114,,,,,0.95375,,,0.002447,,,,,,1.0,,0.005611
CENPA,0.99971,,,0.994214,,,,,0.999991,,,1.0,,,,,,0.740048,,0.713699
UTP11,0.981003,,,0.50966,,,,,0.967721,,,0.030513,,,,,,1.0,,0.022164
PSMD7,0.992934,,,0.998528,,,,,0.999991,,,0.00353,,,,,,0.694289,,0.060652
EIF3D,0.99971,,,0.999227,,,,,0.892108,,,0.000423,,,,,,0.933417,,0.04552
MVD,0.996662,,,0.882785,,,,,0.109379,,,1.0,,,,,,0.99827,,0.634959
COPS6,0.969001,,,0.99114,,,,,1.0,,,0.059834,,,,,,0.680498,,0.14279
RHEB,0.969001,0.999997,,0.997076,,,,,0.193942,0.999997,,0.327624,,,,0.968267,,1.0,0.845858,0.242666
VARS1,0.969623,9.7e-05,,0.999227,,,,,0.981333,0.001527,,0.001055,,,,0.999997,,1.0,0.53927,0.077565
ANKRD52,0.992564,0.731114,,0.890986,,,,,0.395311,0.999997,,0.096306,,,,0.999997,,0.908252,0.559614,0.028399
PRPF19,0.877537,9.7e-05,,0.991175,0.778812,,0.056912,0.999995,0.606866,0.000538,0.03435,0.002069,0.017897,0.999995,0.002528,0.999997,0.001598,0.96054,0.993292,0.271212
TAF5,0.887656,,,0.99114,,,,,0.371144,,,0.16227,,,,,,1.0,,0.036086
TONSL,0.969001,,,0.99114,0.010908,,0.034874,0.999995,0.112324,,0.111595,0.001446,0.002568,0.999995,0.745417,,0.001598,0.557258,,0.183999
MRPL44,0.94463,,,0.81435,,,,,0.999991,,,1.0,,,,,,0.968441,,1.0
PNN,0.999956,,,0.99114,,,,,0.999991,,,0.002418,,,,,,1.0,,0.019344
GTF2H1,0.99971,,,0.999227,0.999995,,0.906663,0.337686,0.957682,,0.999995,0.000399,0.392503,0.999995,0.782872,,0.520891,1.0,,0.356019
