id,SchleicherMoldovan2020.NT1-VE822,DeWeirdtDoench2020_secondary.pDNA_pDNA-Control_S63845,VermaGreenberg2021.CAPAN1_T7_UT-CAPAN1_T7_OLA,BenslimaneHarrington2020_jurkat.DMSO_D12-Resveratrol_D12,SuChen2020.HEK293A_WT_DMSO_1-HEK293A_WT_Camp_1,VermaGreenberg2021.SUM149PT_T7_UT-SUM149PT_T7_OLA,SuChen2020.HCT116_WT_T0_2-HCT116_WT_Olap_2,SuChen2020.HEK293A_WT_DMSO_1-HEK293A_WT_MitoC_1,WeegenLuijsterburg2021.wt_illudins-elof1_illudins,DeWeirdtDoench2020_secondary.pDNA_pDNA-MCL1KO_anchor_Dropout,SuChen2020.HEK293A_WT_DMSO_1-HEK293A_WT_HU_1,WeegenLuijsterburg2021.elof1_init-elof1_nt_both,SuChen2020.HEK293A_WT_T0_1-HEK293A_WT_Camp_1,SuChen2020.HCT116_WT_DMSO_2-HCT116_WT_Olap_2,SuChen2020.HCT116_TP53ko_T0_2-HCT116_TP53ko_DMSO_2,DeWeirdtDoench2020_secondary.Control_Dropout-Control_S63845,SuChen2020.HEK293A_WT_T0_1-HEK293A_WT_CHK1i_1,GalloDurocher2022_TKOv2.WT_T18-CCNE1_T18,DeWeirdtDoench2020_secondary.Control_Dropout-MCL1KO_anchor_Dropout,GalloDurocher2022_TKOv2.WT_T0-WT_T18
CDIN1,0.83906,,,-0.55327,,,,,0.61363,,,-0.24042,,,,,,-1.0364,,-1.3538
RANGAP1,1.1573,,,-2.2732,,,,,0.06878,,,-4.3082,,,,,,0.56706,,-4.0468
SNRNP27,-0.35594,-1.279,,1.8474,,,,,0.47649,-1.456,,-1.3632,,,,-0.035258,,0.14491,0.12308,-2.8139
HSD17B10,1.2464,-2.0384,,1.3312,,,,,0.8468,-2.4428,,-0.22752,,,,-0.028268,,-0.35957,-0.01307,-0.79536
AAAS,1.5321,-0.15722,,-2.4166,,,,,-0.53604,-0.37847,,-0.84464,,,,-0.0088056,,0.33589,-0.14163,-1.1491
NUDC,1.4732,,,-1.2177,,,,,0.70416,,,-1.9552,,,,,,0.91116,,-5.3113
PDCL,-1.0938,,,-0.15767,,,,,0.33438,,,-1.506,,,,,,0.22405,,-2.0807
RNPS1,0.52308,,,-0.1572,,,,,1.3071,,,-1.6711,,,,,,-0.81876,,-4.5273
BRD4,-0.73241,,-0.07313,1.1138,,0.58013,,,1.0143,,,-0.93111,,,,,,0.56991,,-2.5723
CTDNEP1,-1.3264,,,1.4722,,,,,2.0759,,,-1.5936,,,,,,1.6535,,-4.253
AQR,-0.88319,,,-0.79205,,,,,0.57666,,,-2.9275,,,,,,-1.0522,,-5.6858
INTS1,0.80502,-2.1816,,0.76976,,,,,0.26466,-2.4254,,-1.4212,,,,-0.13164,,0.76353,0.06192,-3.6272
DDX47,-2.0482,,,0.22137,,,,,-0.64176,,,-2.8309,,,,,,0.43196,,-3.6309
RICTOR,-0.68065,,,0.90707,,,,,0.12888,,,-0.46914,,,,,,-0.31334,,-1.4323
NUP188,0.51052,,,-1.3114,,,,,-0.494,,,-1.0083,,,,,,0.39218,,-1.3129
SAE1,-0.4728,,,1.1852,,,,,1.3304,,,-0.81637,,,,,,-0.13249,,-2.8145
NUP50,-0.8416,,,-1.6282,,,,,-1.2979,,,-1.6968,,,,,,0.82683,,-2.8307
ATP6V0B,-0.1094,-1.1838,,-0.4738,,,,,0.88825,-1.3004,,-1.2641,,,,0.040461,,-0.37259,-0.26946,-1.7737
ELP2,0.25915,,,-0.69751,,,,,0.8978,,,-1.3504,,,,,,0.47865,,-1.4095
CSTF3,0.078414,,,-0.60208,,,,,1.2408,,,-1.8329,,,,,,0.26275,,-2.9764
CDS2,1.1615,-0.43746,,-0.2644,,,,,1.3747,-0.2542,,-1.2606,,,,0.055428,,-0.26184,0.059034,-1.9528
NUDT21,-0.69504,,,1.5509,,,,,0.73626,,,-3.5736,,,,,,0.64969,,-3.5388
ELL,-2.8866,,,1.5657,,,,,1.5017,,,-1.665,,,,,,-0.14463,,-1.6388
PPP6C,,-4.5761,,0.95396,,,,,3.3095,-4.1754,,-0.46194,,,,-0.058216,,0.87605,-0.077793,-2.5202
MGRN1,-0.0031882,,,0.24251,,,,,0.93104,,,-0.088186,,,,,,-0.13372,,-1.1091
ICMT,-0.66334,-1.3073,,0.37144,,,,,-0.29458,-0.85537,,-0.08368,,,,-0.14623,,-0.11876,0.28924,-1.7354
GAPDH,-0.060037,,,0.20648,,,,,1.4447,,,-2.8331,,,,,,0.61121,,-5.0745
SENP6,0.97485,,,0.12113,,,,,-0.036569,,,-1.3693,,,,,,0.17398,,-1.269
DDX56,-0.51086,,,-0.26999,,,,,0.88842,,,-2.4577,,,,,,-1.0646,,-3.9945
DDX55,1.0782,,,-0.16817,,,,,1.3056,,,-2.9995,,,,,,-0.45753,,-3.8443
RPL4,0.05704,,,-0.71401,,,,,0.67674,,,-0.59752,,,,,,-0.86874,,-4.4574
UBIAD1,0.13592,,,-0.47385,,,,,-0.16244,,,-0.26201,,,,,,-0.22748,,-0.33751
GFM1,0.19,,,1.4095,,,,,1.2013,,,-0.14997,,,,,,-0.40897,,-0.67401
MGAT1,-0.22223,,,1.7389,,,,,-0.74583,,,-0.1954,,,,,,-0.31816,,-1.0518
CDK12,-1.0193,,,0.48386,,,,,0.40961,,,-0.33621,,,,,,0.57576,,-0.63559
OSBP,-0.48076,,,0.80546,,,,,0.095924,,,-1.2322,,,,,,0.17909,,-1.9809
PRMT1,1.2508,-2.5391,1.1742,-0.67051,,1.4226,,,1.3855,-2.5511,,-2.209,,,,-0.099437,,0.29904,-0.18298,-2.5334
DCTN4,-1.1966,,,0.61558,,,,,-0.20765,,,-0.89892,,,,,,0.23478,,-2.258
RPA2,-1.4089,,,0.19546,-1.2231,,-1.5589,-0.93725,-0.58043,,0.098145,-2.4779,-2.2122,-0.035749,-1.2867,,-1.9742,0.30259,,-3.4861
CDH2,-0.34226,,,0.25533,,,,,0.079338,,,-0.67429,,,,,,0.2051,,-1.1416
MRPL3,2.3683,-0.68983,,1.372,,,,,0.011134,-0.39943,,-0.052309,,,,0.081477,,-0.11041,-0.059167,-0.39545
C18orf21,0.024592,,,1.0709,,,,,1.9332,,,-2.9111,,,,,,-1.4212,,-5.6468
MCMBP,-2.5873,-1.6118,,1.5777,,,,,2.4451,-1.683,,-1.2075,,,,-0.26659,,-0.86505,-0.15393,-0.80061
POLR3K,-0.55724,,,1.264,,,,,0.88227,,,-1.8947,,,,,,-0.69415,,-3.5055
PELP1,-0.52382,,,0.080571,,,,,1.9691,,,-1.9119,,,,,,0.56251,,-3.3033
UBE3D,-0.28899,,,-0.40757,,,,,0.68471,,,-0.099502,,,,,,-0.034511,,-0.68449
DPH2,1.3606,,,0.40432,,,,,0.28501,,,-0.46098,,,,,,-0.56499,,-1.1886
LSM6,,,,1.1025,,,,,1.3528,,,-4.1891,,,,,,,,-7.0303
CDK9,-0.85859,,-0.043561,0.3011,,1.1502,,,0.12907,,,-2.4022,,,,,,,,-7.9327
DNTTIP2,-0.697,,,0.63636,,,,,-0.3016,,,-1.2267,,,,,,0.83106,,-1.5786
EIF4A1,1.355,,,1.0363,,,,,3.6999,,,-1.3934,,,,,,-0.27794,,-2.5459
GET3,-0.31986,,,1.4546,,,,,-0.37023,,,-1.0887,,,,,,-0.83319,,-0.79863
MPHOSPH10,0.40417,,,2.7089,,,,,0.90853,,,-2.701,,,,,,0.075881,,-1.5202
GNB1,-0.98485,0.46452,,0.32993,,,,,0.4217,0.45839,,-0.8291,,,,0.099525,,0.74083,-0.44308,-2.0819
GTF2A2,2.7337,-2.2209,,0.95055,,,,,0.68972,-1.5567,,-2.6338,,,,-0.10659,,0.32859,0.3666,-4.1916
TPX2,0.28739,,,2.7607,,,,,1.01,,,-1.7162,,,,,,0.83404,,-2.3877
TOP3A,0.091395,,,-1.3989,-0.26074,,-0.2439,-0.53855,1.2375,,0.11086,-1.0434,-1.2706,0.48018,-0.63074,,-1.0109,-0.10695,,-3.895
PSMC1,0.61823,,,0.53761,,,,,0.44408,,,-2.8587,,,,,,-1.0738,,-1.6412
PFDN6,-3.0605,,,0.15688,,,,,0.027941,,,-1.3979,,,,,,0.78166,,-2.7686
NOLC1,-1.1787,-0.78569,,0.11732,,,,,0.97234,-1.133,,-0.8611,,,,0.032928,,0.27767,-0.28013,-1.8267
TRIM37,-0.27977,,,-0.2147,,,,,0.2802,,,-0.63653,,,,,,0.21321,,-1.8074
SNIP1,0.15796,,,-1.1355,,,,,0.30568,,,-1.3963,,,,,,0.77904,,-2.0138
CKAP5,-0.53807,,,0.62227,-0.36144,,-0.58911,-0.59316,-0.81529,,-0.055564,-2.2956,-1.7476,0.31725,-0.89229,,-2.258,-0.54749,,-3.9612
INO80,-1.1735,,0.12244,-0.35162,-0.16685,-0.42985,-0.90988,-1.4713,1.3433,,-0.1259,-1.2768,-0.64123,-0.21244,-0.62743,,-1.3319,0.33349,,-1.5756
EIF1AX,1.6121,,,0.017526,,,,,0.7446,,,-3.6145,,,,,,-0.46541,,-4.9975
DCLRE1B,1.1841,,,0.26542,-0.085266,,-0.70121,-0.1089,-0.092906,,0.061856,-1.3126,-0.79427,-0.34134,-0.13594,,-0.6492,-0.74344,,-1.8507
RSU1,-0.37319,,,-0.56327,,,,,0.16316,,,-0.36905,,,,,,0.10013,,-0.90848
PKN2,0.85077,,,-1.2193,,,,,0.5046,,,-0.63974,,,,,,0.90382,,-2.5132
KANSL2,0.43355,-0.64268,,-2.1533,,,,,0.50938,-0.83253,,-1.7883,,,,0.22352,,-0.56176,-0.17413,-1.1958
COMMD10,-1.3533,,,0.37589,,,,,0.4106,,,-0.3547,,,,,,0.20263,,-1.7767
ALG8,0.61286,,,-0.17451,,,,,-0.18533,,,-0.6114,,,,,,-0.25194,,-1.6102
EXOC4,0.095898,,,-0.64466,,,,,-0.59446,,,-1.8106,,,,,,0.15243,,-2.0399
UFD1,-0.49142,,,0.022678,,,,,1.1364,,,-1.2722,,,,,,-1.1944,,-2.6463
MAP2K5,0.60415,,,0.20244,,,,,0.10314,,,-0.50805,,,,,,0.56856,,-2.406
GTF2H3,0.26026,,,2.1206,-0.15567,,0.0013373,-0.87954,0.90148,,0.18286,-1.8778,-0.68028,0.15351,-0.035127,,-0.85854,-0.079518,,-2.3349
NAF1,-0.40075,,,-0.50544,,,,,0.74467,,,-0.98517,,,,,,-0.92135,,-1.842
BMS1,-0.074272,,,-0.75041,,,,,1.0868,,,-1.7235,,,,,,-0.77864,,-1.0231
WDR36,1.8493,,,0.70394,,,,,1.1017,,,-1.4781,,,,,,0.4104,,-2.7654
DHPS,0.70924,,,1.4601,,,,,1.3024,,,-1.8993,,,,,,0.096768,,-4.3558
CDT1,-0.24262,,,1.6222,,,,,1.4939,,,-1.8556,,,,,,-1.2082,,-2.0946
COMMD2,-0.10999,,,0.52607,,,,,0.070351,,,-0.48369,,,,,,0.44534,,-1.7971
TAF6,0.49644,-2.8968,,-1.1581,,,,,0.49405,-1.9406,,-1.5492,,,,-0.0442,,0.060876,0.43654,-1.9996
CEP120,0.44331,-0.076243,,-0.002047,,,,,-0.054916,-0.067525,,-0.32155,,,,0.055689,,-0.54484,-0.021467,-0.46312
SRFBP1,0.021514,-0.40012,,-0.19217,,,,,0.66436,-0.36308,,-1.6943,,,,-0.046441,,-0.3371,-0.02869,-1.7304
ABT1,-0.86635,,,-0.15481,,,,,0.54159,,,-1.9655,,,,,,-0.22156,,-1.8727
RFC5,-0.13974,-2.3083,,0.083025,0.046844,,-0.69609,-0.45977,1.4201,-1.1888,0.16949,-2.5914,-0.62039,-0.11686,-0.53778,0.1274,-0.61545,-0.32151,0.14638,-2.4809
RPL19,-1.9668,-4.4411,,1.0925,,,,,1.3124,-3.9938,,-1.7751,,,,-0.1084,,-0.21296,0.22672,-2.6789
RPL7A,0.40277,-2.1037,,-0.26645,,,,,0.99575,-2.3278,,-1.1918,,,,-0.010361,,-0.5649,0.24022,-2.3496
ARIH1,0.50555,,,0.73904,,,,,2.3043,,,0.1127,,,,,,-2.689,,-1.2463
POLD3,0.28824,,,1.8712,0.031472,,-1.0704,-0.17685,-1.5359,,0.3347,-2.7801,-0.25934,-0.086632,-1.0056,,-0.85278,-0.97919,,-2.8234
MCM4,-1.2638,,,0.3143,,,,,0.51576,,,-1.8653,,,,,,0.015421,,-3.5495
BRD8,-0.032751,,-0.16429,0.77741,,1.4148,,,0.52636,,,-1.4502,,,,,,-0.48556,,-2.6216
URB1,-1.2748,,,1.0705,,,,,1.7528,,,-3.0137,,,,,,0.84848,,-4.604
PFDN1,0.18644,,,-0.37241,,,,,0.053352,,,-0.71237,,,,,,-0.67467,,-1.0438
IPO9,-0.94408,,,-1.4741,,,,,0.61009,,,-0.7292,,,,,,0.91675,,-2.0931
NOP56,,,,1.1769,,,,,0.2122,,,-2.3202,,,,,,-0.034091,,-3.7285
PMPCB,-0.71672,-1.2895,,0.57276,,,,,0.17797,-0.97487,,-2.0029,,,,-0.066318,,-0.28797,0.28073,-3.1631
POLR1A,,-3.358,,-0.067684,,,,,1.4478,-3.7463,,-2.8556,,,,-0.078275,,0.42169,0.32293,-3.9156
NOPCHAP1,-0.42244,,,0.34996,,,,,0.66512,,,-2.1194,,,,,,-0.21531,,-2.4247
LYRM4,0.36155,,,0.01869,,,,,2.4118,,,-2.6978,,,,,,0.03086,,-4.2406
POLR2F,-1.3163,,,0.5191,,,,,1.1996,,,-5.2019,,,,,,0.65614,,-5.7408
HINFP,1.8617,-1.5453,,0.65453,,,,,-0.44022,-2.0659,,-4.2334,,,,0.034258,,0.65672,-0.096574,-5.4182
ATP6V1B2,,,,-0.78666,,,,,0.8436,,,-1.6479,,,,,,-0.5992,,-2.3137
PSMC6,0.59199,,,2.1968,,,,,-0.30105,,,-4.5688,,,,,,0.72927,,-4.4643
NELFB,1.6083,,,0.31953,-0.46372,,-0.42326,-0.28883,0.44845,,0.36756,-2.0752,-1.3163,0.099906,-0.43175,,-1.0492,0.70075,,-2.16
EXOSC3,1.1345,,,-0.58012,,,,,0.49755,,,-2.235,,,,,,-0.16716,,-0.77925
GEMIN8,-0.089839,,,1.5022,,,,,1.4074,,,-2.2569,,,,,,-0.0036318,,-3.5446
SRF,-0.965,,,-1.2467,,,,,0.48479,,,-0.97252,,,,,,0.83315,,-2.1326
EIF5B,-0.64059,,,-0.47861,,,,,0.22999,,,-3.6418,,,,,,-0.11852,,-0.75589
PSENEN,0.18564,,,0.73913,,,,,0.2195,,,-0.31945,,,,,,0.077483,,-1.7041
RNF8,-1.4456,,,0.068668,0.49744,,-1.0832,1.9872,1.583,,0.23727,-0.15703,0.28038,-0.77034,-0.36761,,-1.01,-0.021028,,-0.55627
MRPS18B,-1.0645,-0.96372,,-0.48458,,,,,0.65094,-1.2337,,-0.185,,,,0.089894,,-0.10449,-0.036606,-0.9149
SRCAP,-0.088256,,-0.41847,-0.30917,,-4.8064,,,0.59227,,,-1.3411,,,,,,-0.3813,,-3.4502
EIF3E,0.80536,,,-0.025613,,,,,1.3185,,,-3.1521,,,,,,-0.29381,,-4.2103
MAPKAP1,-0.56313,,,-0.72064,,,,,0.17384,,,-0.41675,,,,,,-0.73844,,-0.37046
POLR2D,1.5984,,1.05,0.60561,,5.2152,,,4.0247,,,-3.6715,,,,,,-1.1569,,-5.2414
DDX11,0.43203,,,-0.66534,-0.59241,,-0.7187,-0.77343,2.4836,,0.37059,-1.1524,-2.4527,-0.061233,-1.0245,,-1.4051,-0.93705,,-3.0774
CHCHD4,0.090603,,,1.1523,,,,,0.93415,,,-1.4553,,,,,,-0.12874,,-3.2835
THOC1,0.21269,,,1.013,,,,,0.73074,,,-1.6184,,,,,,0.17587,,-1.778
EXOSC8,0.23289,,,-0.32116,,,,,1.3296,,,-1.8703,,,,,,0.41592,,-3.6618
DDX54,0.67607,,,-0.90158,,,,,0.62058,,,-2.2112,,,,,,-1.3002,,-3.0201
SPTLC1,-0.002792,,,-0.95417,,,,,1.9368,,,-0.65848,,,,,,-0.66224,,-2.0547
OXSM,0.45625,,,0.93469,,,,,2.1715,,,-0.023255,,,,,,-0.63999,,-1.6222
NUP98,-1.0972,,,-0.45197,,,,,-1.1519,,,-1.7676,,,,,,-0.013603,,-1.6373
ZFP36L1,-1.2284,0.72428,,-0.6001,,,,,-0.28398,0.80085,,-0.67578,,,,0.098478,,1.0541,0.060179,-1.7274
TAF12,-0.28164,,,-1.2426,,,,,0.42327,,,-1.8848,,,,,,1.0139,,-2.5156
POT1,0.62449,-1.2314,,0.32343,,,,,2.8678,-1.0128,,-1.0976,,,,0.097667,,0.19365,-0.043178,-2.8873
CDCA8,0.28965,,,1.3466,,,,,0.13981,,,-1.6286,,,,,,0.30653,,-2.5106
TSEN2,-0.026274,,,0.36876,,,,,0.96302,,,-1.5217,,,,,,-0.51406,,-2.4758
RPLP0,,,,1.5928,,,,,0.95435,,,-3.7041,,,,,,-0.79713,,-2.9082
QKI,-0.45999,,,-0.16998,,,,,-0.86026,,,0.10512,,,,,,0.68639,,-1.2445
AHCTF1,-0.20289,,,-0.17535,,,,,0.054802,,,-1.5537,,,,,,-0.55469,,-2.2956
ARPC3,1.063,-1.3591,,2.0931,,,,,0.073865,-1.4209,,-1.6824,,,,-0.14191,,1.6345,0.1048,-5.3763
ORC1,0.56244,,,1.0273,,,,,0.50771,,,-1.0922,,,,,,-0.76347,,-0.96728
UBA1,0.94153,,,-0.94158,,,,,1.2855,,,-2.2303,,,,,,-0.34128,,-4.6183
LUC7L3,1.306,,,-2.0347,0.53404,,-1.0857,0.63573,1.2599,,0.27753,-2.2902,-1.913,-0.20555,-0.9298,,-2.4711,-0.65818,,-5.0466
PSMB2,1.0739,,,-0.67761,,,,,-1.1066,,,-4.7354,,,,,,-2.4306,,-3.6089
ENO1,-1.2709,-1.666,,-0.11955,,,,,1.1739,-1.7553,,-2.1071,,,,-0.12381,,-0.1486,-0.30051,-3.7443
XRCC6,0.77793,,,-0.18913,-1.2363,,-1.0672,-0.42579,0.92141,,-0.037849,-2.1126,-1.609,-0.089228,-0.71237,,-0.44703,0.45493,,-3.396
MRPS18A,-0.63047,,,-0.15543,,,,,0.2598,,,-0.086602,,,,,,-0.47204,,-1.1795
PPP4C,0.6167,,,1.5648,-0.55789,,-0.74551,-0.36437,3.2207,,0.12086,-0.54472,-1.427,0.078932,-0.87035,,-1.0347,-2.0927,,-5.1923
MEGF9,-0.22395,0.60837,,0.012296,,,,,-0.17401,0.57897,,0.032748,,,,-0.00074982,,-0.13358,0.034424,-0.62908
CWC25,-0.39446,,,0.12044,,,,,0.81765,,,-1.1997,,,,,,-0.36825,,-1.3321
PDPR,-0.24265,,,-0.85849,,,,,0.43845,,,-0.31842,,,,,,0.012188,,-0.50842
NVL,-1.674,,,1.0296,,,,,1.208,,,-3.1937,,,,,,-0.18476,,-2.9185
CDC40,1.0655,,,0.18283,,,,,-0.19808,,,-2.2547,,,,,,-0.27458,,-1.9009
CHTF18,0.13778,,,0.86901,-0.69097,,-0.45211,-0.17987,0.026549,,0.051002,0.034691,-2.0036,-0.15446,-0.017913,,-1.1549,-0.39284,,-0.73504
PRPF8,-3.4947,,,-1.5009,,,,,0.44577,,,-2.6314,,,,,,-1.1149,,-3.427
CHAF1B,-1.5219,-3.7869,,1.3318,,,,,2.0141,-3.0347,,-2.3211,,,,-0.34579,,-1.4998,0.64854,-5.2392
MED11,0.067146,,,-0.25196,,,,,2.3305,,,-3.5137,,,,,,-0.40878,,-3.1221
G3BP1,0.12039,,,0.33683,,,,,0.23751,,,0.034428,,,,,,-0.50349,,-0.18358
DYNC1I2,-2.1041,-2.7595,,0.53868,,,,,0.86915,-1.9973,,-3.2654,,,,0.016376,,-0.053674,-0.016616,-1.4844
SF3A2,2.0941,,,1.1265,,,,,1.0012,,,-2.4633,,,,,,-1.8315,,-1.4614
PSMC3,2.0744,,,-0.030455,,,,,0.35046,,,-1.8996,,,,,,-1.2702,,-4.2551
EIF5,0.60211,,,0.12384,,,,,0.65446,,,-1.8009,,,,,,-0.19681,,-5.7033
RRS1,0.27519,,,-0.01541,,,,,0.68086,,,-2.1822,,,,,,-0.15062,,-2.831
PSTK,0.018022,-0.2296,,0.59483,,,,,1.6487,-0.45838,,0.027087,,,,-0.0402,,-1.7844,-0.15778,-2.2747
MRPS2,-0.055556,,,0.016322,,,,,1.1411,,,0.066667,,,,,,-0.77688,,-0.77471
SKA3,1.0357,,,0.33237,,,,,2.4599,,,-0.83921,,,,,,-0.88137,,-2.8265
UBC,0.63701,,,-0.39457,,,,,1.444,,,-0.67424,,,,,,-0.35767,,-1.8331
VPS52,0.71142,,,-0.078063,,,,,1.1457,,,-1.2269,,,,,,-0.21213,,-0.76801
MRPS25,1.1985,,,1.0239,,,,,0.14775,,,0.062275,,,,,,0.10022,,-1.0386
ZNF207,0.32861,,,0.84652,,,,,0.73959,,,-1.9775,,,,,,0.78271,,-3.8902
ISG20L2,0.34551,,,-1.138,,,,,0.89216,,,-3.811,,,,,,0.45591,,-4.4535
EWSR1,-0.09356,,,0.074723,,,,,-0.75147,,,-1.0421,,,,,,0.0059591,,-2.2558
PNKP,1.9763,,,-0.17836,-0.066771,,-1.4204,0.53008,1.4614,,0.039185,-0.1176,-0.31282,-0.42255,-0.2477,,-0.2742,-0.76775,,-1.7486
PYROXD1,-0.44093,,,-0.66412,,,,,2.411,,,-2.9833,,,,,,0.38146,,-4.2798
SNUPN,-0.4386,,,1.3483,,,,,1.5057,,,-2.3813,,,,,,0.13977,,-2.2882
BORA,-0.19596,,,-1.089,,,,,0.70766,,,-1.4082,,,,,,0.18391,,-2.7178
PGS1,-0.68136,,,1.2138,,,,,0.50571,,,-0.49146,,,,,,-0.43868,,-2.6366
MRPL22,-1.1173,,,1.3447,,,,,-0.56639,,,0.13571,,,,,,-0.84843,,-0.59591
SDE2,0.78361,,,0.85504,,,,,-0.38499,,,-3.0484,,,,,,0.16091,,-2.2758
ZBTB8OS,,-3.6363,,-0.59538,,,,,0.96672,-3.6729,,-1.8863,,,,-0.12673,,0.53269,-0.31842,-3.9843
NOL11,-0.4609,,,-1.0669,,,,,-0.7366,,,-1.7711,,,,,,-0.30717,,-3.2873
ZC3H8,0.33878,,,-2.6791,,,,,2.5243,,,-2.2423,,,,,,0.29793,,-1.5726
GCN1,-0.73309,,,1.1737,,,,,1.0302,,,-0.5459,,,,,,-0.054729,,-1.1201
DNAJA3,-0.54804,,,1.9517,,,,,0.93767,,,-1.4946,,,,,,-0.25932,,-1.9216
UTP23,1.0408,-1.9394,,2.373,,,,,1.5357,-1.6078,,-2.5045,,,,-0.084016,,-0.52359,0.27118,-1.8563
SF3A3,0.63287,,,3.8771,,,,,1.1281,,,-3.8512,,,,,,-0.3454,,-1.9358
ELP5,0.56261,,,0.98651,,,,,1.33,,,-3.3753,,,,,,-0.34174,,-4.4472
EIF4A3,3.0834,,,3.2273,,,,,1.6431,,,-3.0549,,,,,,-0.58415,,-5.8869
INTS4,2.2101,,,1.0865,,,,,1.8005,,,-2.6235,,,,,,0.16693,,-2.0643
MMS22L,-1.0264,,,0.7025,-0.76007,,-1.0163,0.6374,1.6006,,0.19327,-1.2719,-1.4341,-0.48358,-0.32693,,-0.40313,0.084991,,-2.953
NONO,1.5297,,,-0.69538,-0.49003,,-0.51692,0.15557,0.087842,,0.011861,-0.86378,-1.4427,-0.33156,-0.060348,,-1.3095,-0.07879,,-1.7416
SEC63,-1.6517,-1.5158,,0.23734,,,,,-0.27895,-1.3637,,-0.72242,,,,-0.16209,,-0.30601,-0.026589,-0.72675
CCNH,-1.728,-1.8085,,0.11711,-0.54568,,-1.1034,0.15119,0.67925,-1.5545,0.0034301,-2.6238,-1.4596,-0.10368,-1.5316,0.1019,-1.0543,-0.56018,-0.10251,-1.4521
MRPL14,0.7406,,,-0.54377,,,,,0.77938,,,-0.16446,,,,,,-0.24483,,-0.71647
TRMT5,-0.74443,,,0.86524,,,,,1.835,,,-1.6831,,,,,,0.17205,,-3.0135
FUBP3,-0.067404,,,0.23398,,,,,-0.47225,,,-0.2843,,,,,,0.42795,,-0.59124
WDR75,-0.13077,,,-0.12043,,,,,1.6348,,,-3.0275,,,,,,-0.36384,,-3.2507
RBM39,-1.0167,,,-0.080691,,,,,0.56238,,,-1.9035,,,,,,-0.13703,,-2.8567
SCAF1,0.18088,0.13712,,0.11821,,,,,-0.048378,0.068675,,-0.45098,,,,0.023581,,-0.24265,0.10613,-0.32681
ADO,0.14469,,,0.29495,,,,,-0.2538,,,-0.65457,,,,,,-0.17341,,-1.5968
HSPA14,0.75217,,,0.68401,,,,,1.8909,,,-0.60528,,,,,,-1.2697,,-0.79852
SHOC2,0.14465,-0.014384,,-0.058333,,,,,-0.082143,-0.49832,,-1.2466,,,,-0.012835,,0.21782,-0.087809,-2.9411
ARMH3,-0.85087,,,-0.38667,,,,,0.31649,,,-0.3543,,,,,,1.1137,,-1.3854
SUPV3L1,-1.5011,,,1.1486,,,,,0.65451,,,-0.40494,,,,,,-0.46771,,-1.3103
CDK7,-1.0672,,,-0.58625,-0.27735,,-0.32955,-0.63607,0.21988,,0.24918,-3.3674,-1.392,0.20252,-0.46905,,-1.125,-0.614,,-4.2673
ARCN1,0.296,,,-0.47692,0.47038,,-0.90557,-0.97388,-0.59253,,0.34344,-2.9115,-0.92264,0.13241,-0.97621,,-1.4237,0.29727,,-4.1607
NHP2,0.035758,,,0.056591,,,,,1.2804,,,-2.2843,,,,,,-1.5333,,-3.1879
PCBP2,0.9535,,,-0.85232,,,,,1.2454,,,-0.63952,,,,,,-0.37487,,0.27907
USP39,-0.59475,,,0.22723,,,,,0.39803,,,-1.7215,,,,,,-0.054766,,-4.3626
RPL27A,-0.17766,,,-0.17515,,,,,1.0007,,,-4.2283,,,,,,-0.32323,,-5.071
MRPL37,0.96569,,,2.1539,,,,,0.39143,,,-0.060976,,,,,,0.083778,,-1.0372
RBX1,-0.19218,-0.076556,,-0.36335,-0.11625,,-0.55053,-0.42313,1.2091,-0.88657,0.20251,-1.1381,-1.4062,-0.18015,-0.51411,0.27621,-1.5279,-0.57891,-0.26886,-1.7748
DCTN3,-0.16128,,,-0.0903,,,,,1.4127,,,-1.4977,,,,,,-0.10858,,-2.7445
PRPF18,-0.79826,,,0.13856,,,,,0.56488,,,-1.0358,,,,,,-0.012279,,-1.8729
TLK2,-0.25098,,,-1.0963,,,,,0.47669,,,-0.28154,,,,,,0.030884,,-1.0575
DHX16,0.54871,,,0.37948,,,,,-0.13696,,,-1.2051,,,,,,-0.059602,,-1.3371
RBBP7,0.50708,,,-0.1355,,,,,-0.42862,,,-0.36034,,,,,,0.086221,,-1.1987
DDX59,-1.3279,-1.7238,,0.055643,,,,,1.9555,-1.0955,,-3.0788,,,,-0.18991,,0.21318,0.20005,-1.7673
RBBP4,0.26685,,,-1.109,,,,,2.2915,,,-1.3759,,,,,,0.84543,,-3.6732
WDR74,-0.1611,,,2.0498,,,,,-0.46153,,,-4.1812,,,,,,-0.16174,,-2.6087
IER3IP1,0.6976,,,0.11632,,,,,0.16371,,,-0.32276,,,,,,-0.51962,,-1.7
DKC1,0.9324,-2.3899,,4.7467,,,,,2.1481,-3.0828,,-3.4457,,,,0.20927,,-0.54795,0.26992,-3.5599
ANAPC10,-0.18505,,,1.1535,,,,,2.0662,,,-1.1116,,,,,,-1.848,,-1.9393
POLR1G,,-0.78623,,0.83902,,,,,0.37927,-1.3107,,-0.99087,,,,0.071785,,0.11266,0.087367,-1.7548
PHB,-0.051189,-2.4677,,,,,,,,-1.794,,,,,,0.021879,,0.48117,0.32281,-2.8742
