gene,SchleicherMoldovan2020.NT1-VE822,DeWeirdtDoench2020_secondary.pDNA_pDNA-Control_S63845,VermaGreenberg2021.CAPAN1_T7_UT-CAPAN1_T7_OLA,BenslimaneHarrington2020_jurkat.DMSO_D12-Resveratrol_D12,SuChen2020.HEK293A_WT_DMSO_1-HEK293A_WT_Camp_1,VermaGreenberg2021.SUM149PT_T7_UT-SUM149PT_T7_OLA,SuChen2020.HCT116_WT_T0_2-HCT116_WT_Olap_2,SuChen2020.HEK293A_WT_DMSO_1-HEK293A_WT_MitoC_1,WeegenLuijsterburg2021.wt_illudins-elof1_illudins,DeWeirdtDoench2020_secondary.pDNA_pDNA-MCL1KO_anchor_Dropout,SuChen2020.HEK293A_WT_DMSO_1-HEK293A_WT_HU_1,WeegenLuijsterburg2021.elof1_init-elof1_nt_both,SuChen2020.HEK293A_WT_T0_1-HEK293A_WT_Camp_1,SuChen2020.HCT116_WT_DMSO_2-HCT116_WT_Olap_2,SuChen2020.HCT116_TP53ko_T0_2-HCT116_TP53ko_DMSO_2,DeWeirdtDoench2020_secondary.Control_Dropout-Control_S63845,SuChen2020.HEK293A_WT_T0_1-HEK293A_WT_CHK1i_1,GalloDurocher2022_TKOv2.WT_T18-CCNE1_T18,DeWeirdtDoench2020_secondary.Control_Dropout-MCL1KO_anchor_Dropout,GalloDurocher2022_TKOv2.WT_T0-WT_T18
RANGRF,0.18,0.82,,-0.11,,,,,0.5,0.96,,0.2,,,,0.69,,0.2,0.52,0.32
PTPRB,1.73,,,0.13,,,,,0.41,,,0.46,,,,,,1.06,,0.57
FEM1C,-1.09,,,-1.38,,,,,0.87,,,-0.05,,,,,,-1.34,,-0.29
SEMA4F,0.74,,,0.21,,,,,-1.51,,,-0.23,,,,,,-0.66,,0.28
LARP4B,-0.05,,,-0.67,,,,,1.23,,,0.19,,,,,,-0.6,,0.34
CCDC198,-1.06,,,0.02,,,,,-0.07,,,0.24,,,,,,-0.34,,0.3
FAN1,0.12,,,-1.28,-0.92,,0.71,-3.94,0.29,,-0.92,0.51,0.53,0.21,0.71,,1.18,-0.96,,0.35
RAB13,-1.65,,,0.87,,,,,0.04,,,-0.37,,,,,,-0.1,,0.88
CDX2,-0.36,,,1.23,,,,,0.13,,,-0.6,,,,,,0.23,,0.34
TDP2,-0.3,,,-0.15,-0.44,,0.68,0.09,2.3,,-1.18,-0.35,-0.29,-0.02,0.9,,-0.18,0.78,,-0.26
NELFB,1.42,,,0.36,-0.0,,-0.38,0.23,0.34,,1.5,-3.32,-0.96,0.43,-0.54,,-0.87,0.26,,-2.84
SMARCA5,-0.22,,,2.52,,,,,1.21,,,-1.48,,,,,,1.64,,-1.39
NAT10,0.49,,0.16,-0.74,,-1.23,,,1.71,,,-3.68,,,,,,-0.1,,-4.17
SURF6,2.07,,,-0.03,,,,,0.57,,,-1.21,,,,,,0.85,,-1.65
RBM42,1.09,,,-0.25,,,,,0.04,,,-0.8,,,,,,1.44,,-0.48
SPEN,-0.9,,,0.31,,,,,1.57,,,-0.52,,,,,,-1.31,,-1.04
YPEL3,-0.16,,,0.06,,,,,0.45,,,0.21,,,,,,1.42,,-0.15
CPN2,0.4,,,2.43,,,,,-0.26,,,0.21,,,,,,0.64,,0.32
COL27A1,0.65,0.81,,-1.23,,,,,-1.43,0.89,,0.52,,,,0.16,,1.51,0.06,-0.02
PRAM1,-1.64,,,-1.2,,,,,-0.82,,,0.05,,,,,,-0.16,,0.21
ATPAF1,-0.22,,,0.26,,,,,-0.72,,,0.18,,,,,,-1.2,,0.68
PATZ1,0.66,,,-1.31,,,,,-0.26,,,-0.48,,,,,,-0.42,,-0.61
CENPM,0.42,,,0.15,,,,,-1.07,,,-3.75,,,,,,0.17,,-3.65
CMKLR1,-0.52,,,0.59,,,,,0.81,,,0.14,,,,,,-0.16,,0.6
IAPP,-0.25,,,0.52,,,,,0.86,,,0.3,,,,,,0.0,,0.79
H2AC4,-0.13,,,-3.61,,,,,-0.53,,,0.13,,,,,,0.85,,-0.16
SFTA3,-1.55,,,0.5,,,,,-0.7,,,0.51,,,,,,-0.11,,0.45
MMRN1,-1.51,,,1.53,,,,,-0.2,,,0.37,,,,,,0.69,,-0.18
RETNLB,-0.84,,,-0.88,,,,,0.02,,,0.4,,,,,,0.77,,0.68
SCARF1,1.0,,,1.92,,,,,-0.05,,,0.15,,,,,,0.46,,0.23
CHI3L1,1.02,,,-0.1,,,,,-0.77,,,0.11,,,,,,-1.37,,0.13
GYPA,-1.92,,,1.21,,,,,-0.52,,,0.32,,,,,,-0.05,,0.58
ORMDL3,0.75,,,-0.11,,,,,-1.84,,,0.23,,,,,,-0.21,,0.5
RNF122,1.27,,,0.36,,,,,0.66,,,0.4,,,,,,-1.49,,0.74
NCBP3,-1.39,,,-2.4,,,,,-1.41,,,0.15,,,,,,0.69,,-0.21
BPGM,-0.74,,,-2.97,,,,,-0.77,,,0.51,,,,,,0.57,,0.38
DIMT1,-0.14,,,0.05,,,,,1.84,,,-2.38,,,,,,0.35,,-2.99
PLBD1,-0.81,,,1.88,,,,,0.24,,,0.27,,,,,,-0.78,,0.67
STARD3,-1.22,,,-0.23,,,,,-0.08,,,0.32,,,,,,1.33,,-0.02
UFSP2,-0.1,,,-0.93,,,,,2.49,,,0.0,,,,,,-0.97,,-0.22
CFAP299,1.08,,,-0.92,,,,,0.97,,,0.46,,,,,,0.24,,0.0
HOXB4,-0.78,,,-1.5,,,,,0.59,,,0.16,,,,,,0.08,,0.17
DXO,0.68,,,0.49,,,,,0.47,,,-0.22,,,,,,0.14,,0.2
NUP50,-0.59,,,-3.49,,,,,-2.74,,,-2.81,,,,,,2.09,,-2.17
SUPT6H,0.75,,,0.74,,,,,0.42,,,-4.36,,,,,,1.33,,-2.51
TMEM14EP,0.02,,,1.23,,,,,-0.99,,,0.26,,,,,,0.63,,-0.66
PCDHB8,-0.75,,,0.74,,,,,-1.45,,,0.74,,,,,,0.0,,0.04
TXNRD3,-0.63,,,-0.97,,,,,-0.47,,,0.23,,,,,,-0.06,,0.33
SNX11,0.04,,,0.55,,,,,0.62,,,0.09,,,,,,0.82,,0.31
FKBP11,0.28,0.47,,0.76,,,,,0.59,0.54,,0.11,,,,-0.03,,0.47,0.12,0.01
NKX2-1,1.41,,,-1.65,,,,,-0.71,,,1.08,,,,,,0.72,,0.03
ADAMTSL4-AS1,,,,-0.92,,,,,-1.41,,,-0.24,,,,,,-0.59,,-0.47
ENO1,-0.68,-1.0,,0.37,,,,,1.82,-1.33,,-3.21,,,,-0.8,,-0.48,-0.94,-3.44
HOXD8,-0.09,,,-1.01,,,,,-0.89,,,0.65,,,,,,-1.05,,1.38
ANGPTL6,-0.71,,,-0.13,,,,,0.21,,,-0.03,,,,,,0.7,,-0.34
AQP5,-0.16,,,0.35,,,,,-1.53,,,0.1,,,,,,0.18,,0.05
EIF1,-0.09,-0.47,,0.6,,,,,1.98,-0.98,,0.13,,,,-0.83,,-3.53,-2.05,0.33
FCF1,0.52,,,-1.07,,,,,1.92,,,-2.56,,,,,,-0.05,,-1.77
IRAG2,-1.84,,,-0.65,,,,,-0.87,,,-0.02,,,,,,0.47,,0.32
SUGT1,0.15,,,0.03,,,,,1.06,,,-2.89,,,,,,0.58,,-1.92
PRPF39,-1.29,-0.2,,-1.88,,,,,2.61,-0.14,,-0.24,,,,-0.16,,-5.22,0.32,0.07
GINS2,0.88,,,-1.12,,,,,0.63,,,-4.79,,,,,,-1.77,,-3.91
DIS3L,0.05,,,0.98,,,,,1.07,,,0.14,,,,,,-0.79,,0.05
OR1E2,-0.49,,,0.63,,,,,-0.41,,,-0.44,,,,,,-0.77,,-0.08
TXNDC16,-1.54,,,-0.04,,,,,0.78,,,0.32,,,,,,1.58,,-0.69
GTF2H5,0.88,,,1.02,0.11,,0.43,-0.5,0.79,,0.52,-0.44,-0.03,-0.31,0.68,,-0.1,1.49,,-0.44
PPM1E,-0.04,,,-0.36,,,,,-0.71,,,0.21,,,,,,1.63,,0.38
RASD1,0.63,,,0.47,,,,,-0.8,,,0.18,,,,,,0.96,,-0.24
HIPK2,-0.12,,,-0.52,,,,,1.03,,,0.58,,,,,,0.3,,1.08
DNAH3,1.64,,,-0.22,,,,,0.62,,,0.52,,,,,,-1.49,,0.67
DIP2B,-0.92,,,-0.12,,,,,0.68,,,-0.02,,,,,,-0.96,,0.85
SMPD4,-0.74,,,0.06,,,,,0.38,,,0.05,,,,,,0.1,,-0.73
FSIP1,-1.23,,,2.48,,,,,0.16,,,0.66,,,,,,-0.29,,0.27
SLC29A3,-0.41,,,-0.82,,,,,0.22,,,0.02,,,,,,-1.45,,0.37
KRT33A,0.63,,,0.87,,,,,-1.08,,,0.34,,,,,,-1.03,,0.5
TEX2,0.2,,,-0.62,,,,,-1.03,,,0.1,,,,,,-0.71,,0.38
ORC3,1.08,,,1.4,,,,,3.01,,,-1.05,,,,,,-2.4,,-2.15
SSTR4,-0.01,,,-2.62,,,,,-1.36,,,0.52,,,,,,0.18,,0.5
ADAM23,-0.02,0.58,,-0.87,,,,,0.81,0.73,,0.54,,,,1.22,,0.22,0.88,0.05
PCDHAC1,0.28,,,0.9,,,,,-0.1,,,0.64,,,,,,0.22,,0.56
GPR45,0.22,,,0.89,,,,,0.04,,,-0.04,,,,,,1.03,,1.81
SYVN1,-0.4,,,-1.01,,,,,-0.94,,,-0.68,,,,,,1.07,,-1.15
VCAN,1.13,,,-0.03,,,,,1.13,,,0.21,,,,,,0.45,,-0.82
KLLN,-0.13,,,-0.94,,,,,-0.24,,,0.29,,,,,,0.78,,0.45
BRCA2,1.06,,,0.31,-2.09,,-0.7,-2.91,1.69,,-0.7,-0.47,-1.28,-0.68,-0.5,,-0.2,5.1,,0.15
RAG2,0.7,,,0.13,,,,,0.2,,,0.15,,,,,,0.6,,0.41
RIOK3,0.0,,,-0.04,,,,,-0.77,,,0.03,,,,,,-0.37,,-0.42
TSTD1,0.16,,,-0.47,,,,,0.19,,,0.18,,,,,,-0.24,,1.07
GSC,-0.14,,,-1.0,,,,,-1.17,,,0.55,,,,,,-0.19,,0.32
SLC35A4,-0.18,,,-0.54,,,,,0.01,,,0.35,,,,,,0.45,,-0.48
SFTPC,0.43,,,-0.19,,,,,0.31,,,0.45,,,,,,-0.45,,0.62
ACER2,0.97,,,0.99,,,,,0.17,,,0.38,,,,,,-0.25,,0.04
BABAM1,-1.09,,,-1.91,-1.28,,-0.91,0.81,-0.75,,0.48,0.15,-1.08,-1.84,0.39,,-0.44,-1.58,,1.95
MFAP4,-0.18,,,0.83,,,,,0.37,,,0.39,,,,,,0.54,,0.35
PLEKHM1,0.57,,,-0.48,,,,,-0.24,,,-0.51,,,,,,-0.7,,-0.8
B3GALT2,-1.19,,,-1.0,,,,,0.44,,,-0.02,,,,,,1.27,,0.19
FIGN,0.47,,,0.8,,,,,1.14,,,0.64,,,,,,0.79,,0.32
ASF1B,0.05,,,-0.67,,,,,1.3,,,-0.09,,,,,,0.91,,0.86
SPAG5,-0.96,,,-0.17,,,,,0.82,,,-0.43,,,,,,-0.49,,-1.12
WSCD1,-0.7,,,1.38,,,,,0.21,,,0.4,,,,,,-0.66,,1.57
SLC38A9,-0.19,,,-0.1,,,,,-0.61,,,0.17,,,,,,-0.57,,0.28
GTF3C4,0.87,-0.96,-1.07,-0.58,,-1.02,,,2.59,-0.93,,-1.81,,,,-0.12,,0.4,0.51,-3.98
BRD1,-0.77,,2.19,1.43,,-0.71,,,1.59,,,0.7,,,,,,-2.35,,-0.03
PSME3,0.35,,,2.11,,,,,0.58,,,-0.34,,,,,,0.48,,-1.46
LZTFL1,-0.65,,,-0.62,,,,,1.17,,,0.06,,,,,,0.76,,0.48
MYO3A,0.17,0.84,,0.67,,,,,-0.0,0.97,,0.56,,,,0.09,,0.06,0.22,0.35
SLC12A6,0.23,,,-1.97,,,,,0.62,,,0.27,,,,,,-0.29,,0.58
FCRL2,-1.02,,,-1.72,,,,,-0.32,,,0.36,,,,,,-0.23,,0.32
C19orf53,-0.72,,,-1.07,,,,,1.86,,,-2.97,,,,,,-1.01,,-0.86
PFDN4,-0.56,,,-0.1,,,,,0.48,,,-0.03,,,,,,-0.01,,0.2
EMSY,-0.1,,,0.78,,,,,0.25,,,-0.19,,,,,,2.09,,0.13
RBM28,1.25,,,-0.4,,,,,0.02,,,-0.69,,,,,,-1.08,,-1.5
SLAMF6,0.02,,,0.49,,,,,-0.82,,,0.02,,,,,,-0.12,,0.07
CSN3,0.34,,,0.65,,,,,-0.67,,,0.58,,,,,,0.63,,0.0
UXS1,1.0,,,1.04,,,,,1.39,,,0.1,,,,,,0.05,,0.48
RBAK,-1.56,,,-0.36,,,,,1.38,,,0.38,,,,,,-0.29,,0.77
STX18,-0.91,,,-0.69,,,,,-0.46,,,-2.05,,,,,,0.74,,-1.53
IFT46,0.27,,,0.93,,,,,-0.81,,,0.24,,,,,,0.78,,0.53
MDM1,-1.23,,,0.51,,,,,0.04,,,0.26,,,,,,0.26,,0.48
PHGR1,0.45,,,0.26,,,,,-0.26,,,0.18,,,,,,-2.02,,1.29
DYRK1A,-0.93,0.17,,0.39,,,,,2.61,-0.42,,1.6,,,,0.94,,-4.51,-1.83,-0.14
RBM23,0.79,,,1.04,,,,,0.7,,,0.29,,,,,,-0.1,,-0.16
NVL,-2.21,,,0.64,,,,,1.03,,,-4.99,,,,,,0.38,,-3.34
SRSF2,-0.87,,,-0.03,-0.42,,-0.31,0.98,0.8,,-0.17,-0.44,-0.31,-0.38,-0.02,,-0.41,0.39,,-0.79
RAB5IF,0.64,,,0.69,,,,,0.87,,,-0.08,,,,,,1.03,,-0.25
CDC37,2.82,,,0.66,,,,,1.45,,,-4.41,,,,,,0.18,,-3.23
PLA2R1,-0.57,,,-0.94,,,,,0.04,,,0.15,,,,,,0.04,,-0.27
C8orf44,1.83,,,-0.81,,,,,0.48,,,0.67,,,,,,-0.25,,0.49
VARS1,-2.06,-2.28,,-0.03,,,,,-0.16,-2.08,,-4.79,,,,-0.34,,-0.22,1.32,-2.47
S100A1,-0.46,,,0.96,,,,,1.51,,,0.45,,,,,,1.2,,0.02
KCNMB1,-0.28,,,1.31,,,,,-1.58,,,0.58,,,,,,-1.12,,1.44
LBR,-0.39,,,0.36,,,,,0.46,,,0.12,,,,,,0.69,,0.39
WDR93,-1.89,,,-1.1,,,,,0.45,,,0.41,,,,,,-0.15,,0.47
HDAC6,-0.58,,0.4,-1.22,,0.35,,,-0.99,,,0.22,,,,,,-0.02,,0.42
ATM,0.05,1.3,,-2.01,0.59,,-0.6,0.57,0.91,1.5,0.05,0.4,0.14,-1.82,0.31,1.65,-0.67,0.71,0.9,0.31
ACSM4,-1.13,,,0.53,,,,,-0.43,,,0.37,,,,,,-0.08,,-0.21
CLEC4G,1.34,,,0.46,,,,,-0.07,,,0.16,,,,,,1.03,,0.02
KRT3,0.23,0.57,,0.55,,,,,-0.25,0.77,,0.32,,,,0.04,,1.65,0.56,0.37
EFNA4,0.35,,,0.63,,,,,-0.49,,,-0.25,,,,,,-0.09,,-0.62
REST,-0.01,,,-0.01,,,,,-0.19,,,-0.46,,,,,,-1.13,,-0.53
TMEM156,-1.05,,,0.51,,,,,0.76,,,0.62,,,,,,-0.23,,0.92
KRR1,-0.82,,,-0.38,,,,,1.01,,,-3.77,,,,,,0.55,,-3.21
SCAMP4,1.03,,,-3.17,,,,,-0.06,,,0.22,,,,,,0.31,,0.86
RPL4,0.42,,,-0.98,,,,,0.69,,,-2.23,,,,,,0.36,,-3.05
AGBL1,-0.79,,,-1.06,,,,,-0.06,,,0.67,,,,,,0.19,,1.49
RNF216,0.6,,,1.04,,,,,-0.58,,,-0.03,,,,,,0.63,,0.48
ADSL,0.7,-2.11,,0.86,,,,,1.12,-2.14,,0.08,,,,-0.9,,-0.36,0.13,-0.37
DSG4,-2.16,,,0.19,,,,,1.01,,,0.5,,,,,,0.88,,-0.04
ZBED6,0.03,,,-0.2,,,,,-0.84,,,0.02,,,,,,0.75,,-0.57
CEBPA,0.02,0.55,,-0.53,,,,,-1.74,0.63,,0.14,,,,-0.66,,-0.23,-0.08,0.02
NETO1,-1.75,,,0.98,,,,,-0.36,,,0.43,,,,,,0.58,,0.0
SLCO6A1,-0.84,,,0.1,,,,,-0.41,,,0.56,,,,,,0.7,,0.84
ANKS4B,-0.23,,,0.53,,,,,1.04,,,0.27,,,,,,0.33,,0.58
AMOTL2,0.51,1.89,,1.29,,,,,0.68,1.57,,2.34,,,,1.13,,1.09,-1.5,1.98
FCAMR,0.32,,,-0.34,,,,,-0.9,,,0.41,,,,,,-0.22,,0.4
CFD,0.49,,,1.37,,,,,-0.73,,,0.44,,,,,,-0.54,,0.42
ADAMTSL4,-0.11,,,0.99,,,,,-0.23,,,0.16,,,,,,0.04,,0.5
MUC17,0.4,0.43,,0.83,,,,,-1.93,0.43,,0.39,,,,-0.31,,1.15,-0.23,0.07
YKT6,0.57,,,0.63,,,,,0.74,,,-3.81,,,,,,-1.11,,-2.99
RUFY1,0.59,,,-0.23,,,,,-1.09,,,0.55,,,,,,0.17,,1.25
ZNF484,0.44,,,-1.43,,,,,-0.26,,,0.29,,,,,,-0.2,,-0.22
RNF7,-0.7,0.96,,0.62,,,,,1.55,-0.05,,-0.0,,,,-8.88,,0.63,-7.7,0.12
ALDH16A1,0.47,,,-1.52,1.02,,0.94,0.38,-0.35,,0.45,0.08,0.94,0.41,0.94,,0.64,0.28,,-0.12
FST,-1.1,,,-0.18,,,,,-1.01,,,0.19,,,,,,1.12,,-0.2
INSM2,-1.35,,,-0.3,,,,,-1.28,,,0.28,,,,,,0.18,,0.6
CCDC154,0.22,,,-0.63,,,,,-0.14,,,0.18,,,,,,-0.73,,1.17
DUSP11,-0.57,0.59,,0.45,,,,,-1.68,0.64,,0.26,,,,0.37,,0.09,0.15,-0.01
TECPR1,-0.61,,,-0.18,,,,,0.48,,,0.15,,,,,,-0.34,,0.63
KLHL28,-0.82,,,0.36,,,,,-0.24,,,0.61,,,,,,-0.26,,0.15
FLVCR2,1.22,,,0.31,,,,,1.3,,,-0.2,,,,,,0.12,,-0.15
KRTAP21-2,-0.5,,,0.21,,,,,-0.93,,,0.46,,,,,,0.4,,0.0
NKAP,0.73,,,0.04,,,,,0.29,,,-2.23,,,,,,0.93,,-2.5
EYS,-0.07,,,-0.08,,,,,-0.62,,,0.64,,,,,,0.8,,-0.21
OVOL1,0.5,,,-0.78,,,,,-1.47,,,0.08,,,,,,-0.41,,0.09
TAF15,-1.17,,,-1.34,,,,,1.31,,,-1.13,,,,,,0.25,,-0.28
BACH1,0.68,,,-0.69,0.51,,0.95,0.95,-0.68,,-0.13,0.84,1.15,0.75,0.81,,1.11,0.39,,0.03
TMC8,0.32,,,-1.47,,,,,-0.05,,,0.39,,,,,,1.2,,0.06
BAG1,-0.86,,,-0.21,,,,,0.23,,,0.13,,,,,,-0.65,,0.07
RAB24,0.63,,,0.97,,,,,-0.25,,,0.41,,,,,,-0.38,,0.85
GHRL,-0.35,,,-0.78,,,,,1.1,,,0.19,,,,,,0.17,,-0.14
AFF3,1.4,,,-0.51,,,,,0.81,,,0.26,,,,,,0.77,,0.03
GEMIN6,-0.02,,,1.51,,,,,2.13,,,-0.98,,,,,,-0.62,,-1.18
DNAJC24,0.36,,,0.51,,,,,0.85,,,-0.09,,,,,,-0.25,,-0.51
ALG11,-0.09,-0.96,,0.93,,,,,0.56,-0.89,,-3.0,,,,0.13,,1.02,0.62,-2.14
LRP5,-0.2,,,-1.27,,,,,-2.83,,,0.05,,,,,,0.83,,-0.04
SERTAD3,0.14,,,0.34,,,,,-0.57,,,0.12,,,,,,0.66,,0.48
GRIA3,-0.22,,,0.79,,,,,0.2,,,0.55,,,,,,-1.17,,0.53
MYCT1,0.27,,,-0.22,,,,,-1.0,,,0.56,,,,,,-0.35,,0.38
RWDD4,-0.03,,,1.43,,,,,0.02,,,0.08,,,,,,0.64,,-0.66
NFATC2IP,0.59,,,0.33,0.6,,0.29,0.13,-1.13,,1.35,-0.07,0.09,0.47,0.04,,-0.98,0.24,,-0.58
CCR7,0.79,,,-1.04,,,,,-1.92,,,0.21,,,,,,0.56,,-0.38
MED8,0.37,,,0.52,,,,,2.52,,,-3.56,,,,,,-0.76,,-2.78
ABCF3,-0.05,,,0.85,,,,,-1.51,,,0.45,,,,,,1.56,,0.15
FRAT2,-1.13,,,-1.12,,,,,-0.56,,,0.11,,,,,,0.62,,-0.35
ZNF446,-0.69,,,-0.59,,,,,-0.8,,,0.41,,,,,,-1.5,,0.24
IGSF6,-0.01,,,0.81,,,,,0.03,,,0.19,,,,,,0.14,,0.26
EPHB4,0.6,,,-0.08,,,,,-0.63,,,0.37,,,,,,-1.6,,0.26
CD7,0.75,,,1.32,,,,,0.87,,,0.26,,,,,,-0.15,,0.66
DMTN,-0.85,,,-0.73,,,,,-0.5,,,0.46,,,,,,1.4,,1.16
ARHGEF2,0.05,0.31,,0.19,,,,,-0.59,0.36,,0.35,,,,-0.65,,-0.99,-0.16,0.03
JUN,0.13,,,-0.66,,,,,1.42,,,-1.62,,,,,,-0.92,,-1.29
SLC37A3,-0.46,,,-1.45,,,,,-0.26,,,0.78,,,,,,-0.88,,1.15
H3C11,-0.97,,,1.43,,,,,-0.48,,,0.3,,,,,,0.86,,0.44
OR51M1,0.46,,,1.75,,,,,0.04,,,0.19,,,,,,-0.32,,0.1
GCA,0.63,,,-0.51,,,,,-0.11,,,0.39,,,,,,-2.02,,1.09
TEX15,-0.09,,,-0.28,,,,,0.62,,,0.56,,,,,,-0.15,,0.81
PRSS42P,-2.18,,,0.06,,,,,0.01,,,0.19,,,,,,0.5,,-0.03
CNTN2,1.28,,,-1.1,,,,,0.41,,,-0.09,,,,,,-0.79,,0.25
LHB,1.22,,,0.06,,,,,0.6,,,-0.03,,,,,,0.11,,-0.39
SEMA4A,0.5,,,-0.53,,,,,-1.3,,,-0.04,,,,,,0.47,,0.05
P2RY1,1.14,,,0.1,,,,,0.35,,,0.26,,,,,,-0.85,,0.64
SLC39A10,1.26,,,0.86,,,,,-0.04,,,0.36,,,,,,0.01,,-0.41
OCSTAMP,-0.82,,,-0.4,,,,,1.44,,,1.8,,,,,,-1.75,,-0.08
MEOX2,0.31,,,-2.49,,,,,0.12,,,0.47,,,,,,0.09,,-0.16
SMC1A,0.99,,,0.37,,,,,2.06,,,-4.01,,,,,,-1.71,,-3.45
SRFBP1,0.4,-0.39,,-0.49,,,,,1.08,-0.31,,-2.37,,,,-0.57,,-0.4,0.27,-1.53
TUBG2,0.14,,,0.75,,,,,-0.9,,,0.07,,,,,,-0.89,,0.35
ZNF398,1.37,0.47,,0.2,,,,,-0.23,0.45,,0.28,,,,-0.04,,-1.52,-0.23,0.42
PRKAR2B,-1.98,,,-0.13,,,,,-0.58,,,0.21,,,,,,0.71,,0.15
BBC3,-0.39,,,0.01,,,,,-0.58,,,0.38,,,,,,0.59,,0.09
SUDS3,-1.69,-0.42,,-0.41,,,,,1.67,-0.43,,-0.67,,,,-0.17,,0.84,0.18,-1.51
COA5,0.62,,,2.0,,,,,-0.3,,,0.1,,,,,,-1.2,,-0.4
CHMP7,-0.16,-0.88,,0.41,,,,,1.42,-0.83,,-2.24,,,,0.46,,1.79,0.9,-2.07
CHRNA2,1.22,,,0.75,,,,,-0.07,,,0.5,,,,,,0.81,,2.36
PHETA1,0.59,,,-1.02,,,,,-0.5,,,0.46,,,,,,-2.28,,0.83
PDE4C,-0.14,,,2.01,,,,,-1.84,,,0.22,,,,,,0.53,,0.01
